rank,trail_name,location,breadcrumbs,difficulty,rating,num_reviews,route_type,length,high,low,gmaps_link,description,photo
97,"
        Singing Pass Trail
    ","Whistler, BC","Vancouver Coast and Mountains,Whistler,Whistler Bike Park",Intermediate,4.0,1,Point to Point,12.2,"
    1,724","
    686","https://maps.google.com/?daddr=50.113268,-122.953473","<div class=""mb-1"">Plenty of water access along the way (&gt; 5 stream crossings).</div>",
105,"
        Whyte Lake Trail
    ","West Vancouver, BC","Vancouver Coast and Mountains,North Shore",Intermediate,4.0,2,Point to Point,2.5,"
    288","
    113","https://maps.google.com/?daddr=49.360748,-123.258783","<div class=""mb-1"">
        The trail starts at a parking lot just off the Upper Levels Highway accessed from Exit 4.  This trail is a useful connector to the <a href=""https://www.hikingproject.com/trail/7039808/baden-powell-trail"">Baden Powell Trail</a> West Vancouver .  The trail starts under the highway and quickly climbs up a steep hill before crossing the creek and traversing the hill side.  After about 3 km you reach Whyte Lake and then the lower slopes of the Baden Powell climb up to Black Mountain
    </div>",https://cdn2.apstatic.com/photos/hike/7071445_medium_1596086596.jpg
96,"
        SCT: Sliammon Lakes, Scout Mountain, and Confederation Section
    ","Powell River, BC","Vancouver Coast and Mountains,Powell River",Intermediate/Difficult,4.0,3,Point to Point,22.1,"
    664","
    56","https://maps.google.com/?daddr=49.881963,-124.545872","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
106,"
        Panorama Ridge Trail
    ","Whistler, BC","Vancouver Coast and Mountains,Garibaldi Provincial Park",Difficult,4.0,2,Point to Point,2.6,"
    2,122","
    1,760","https://maps.google.com/?daddr=49.964586,-123.027889","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",https://cdn2.apstatic.com/photos/hike/7061951_medium_1565917654.jpg
102,"
        West Canyon Trail
    ","Maple Ridge, BC","Vancouver Coast and Mountains,Vancouver Metro,Golden Ears Provincial Park",Difficult,4.0,2,Point to Point,6.6,"
    524","
    189","https://maps.google.com/?daddr=49.327376,-122.46284","<div class=""mb-1"">
        This is a scenic singletrack trail that is most commonly travelled by hikers embarking on the <a href=""https://www.hikingproject.com/trail/7043530/golden-ears-trail"">Golden Ears Trail</a> saga. Don't be fooled by the elevation profile - large roots and rocks throughout make this a more challenging obstacle course than the gentle grades may lead you to expect.
    </div>",https://cdn2.apstatic.com/photos/hike/7046312_medium_1555534469.jpg
90,"
        Crown Mountain Trail
    ","West Vancouver, BC","Vancouver Coast and Mountains,North Shore,Lynn Headwaters Regional Park",Very Difficult,4.5,2,Point to Point,1.9,"
    1,489","
    1,077","https://maps.google.com/?daddr=49.398652,-123.083387","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
88,"
        Mount Seymour Trail
    ","Burnaby, BC","Vancouver Coast and Mountains,North Shore,Mount Seymour",Intermediate,4.5,2,Point to Point,4.1,"
    1,428","
    1,024","https://maps.google.com/?daddr=49.368611,-122.949305","<div class=""mb-1"">
        <div class=""trail-contacts"">
                <p><strong>Land Manager: </strong> <a data-gtm-id=""manager-external-link"" target=""_blank"" href=""http://www.env.gov.bc.ca/bcparks/"">BC Parks</a></p>
    </div>    </div>",
89,"
        Mt. Pope Summit
    ","Vanderhoof, BC","Northern BC,Pinchi,Mt. Pope Provincial Park",Intermediate,4.5,2,Point to Point,6.4,"
    1,464","
    710","https://maps.google.com/?daddr=54.469979,-124.314996","<div class=""mb-1"">Parking lot accessed from Stones Bay Road. No bathroom facilities, so find somewhere in town before heading up the trail.</div>",
87,"
        Douglas Fir
    ","Vancouver, BC","Vancouver Coast and Mountains,Vancouver Metro,Pacific Spirit Regional Park",Easy,4.5,2,Point to Point,0.7,"
    104","
    94","https://maps.google.com/?daddr=49.257329,-123.231196","<div class=""mb-1"">Look for some especially large stumps, still bearing scars from the logging platforms.</div>",
99,"
        Downton Creek Trail
    ","Lillooet, BC","Vancouver Coast and Mountains,Pemberton,Birkenhead and Duffey Lake",Intermediate,4.0,1,Point to Point,2.6,"
    2,020","
    1,764","https://maps.google.com/?daddr=50.576428,-122.265328","<div class=""mb-1"">This is grizzly country, so take the usual cautions.</div>",https://cdn2.apstatic.com/photos/hike/7061700_medium_1565389524.jpg
100,"
        Capilano Pacific Trail (South)
    ","West End, BC","Vancouver Coast and Mountains,Vancouver Metro",Intermediate,4.0,2,Point to Point,3.5,"
    98","
    9","https://maps.google.com/?daddr=49.324672,-123.134492","<div class=""mb-1"">
        Starting from Ambleside, the trail begins behind the Park Royal Mall.  It follows the river for about 500m, passing under bridges and behind buildings.  The trail then climbs a flight of stairs and a reasonably steep hill.  At the top of the hill, turn right and follow the road to the highway underpass.  From here the trail follows a gravel road for about 1.5km before entering the Capilano Trail network just north of the service entrance to the Capilano Suspension Bridge.  The trail then continues as singletrack - see <a href=""https://www.hikingproject.com/trail/7004838/capilano-pacific-trail-north"">Capilano Pacific Trail (North)</a>.
    </div>",https://cdn2.apstatic.com/photos/hike/7004385_medium_1554244827.jpg
84,"
        Dreamweaver Trail
    ","North Vancouver, BC","Vancouver Coast and Mountains,North Shore,Lynn Headwaters Regional Park",Difficult,4.5,2,Point to Point,4.0,"
    814","
    261","https://maps.google.com/?daddr=49.345523,-123.058306","<div class=""mb-1"">Water at Mosquito Creek. The section west of Mosquito Creek should be considered a black diamond for difficulty.</div>",
94,"
        Baden Powell Trail (West Vancouver)
    ","Bowen Island, BC","Vancouver Coast and Mountains,North Shore",Difficult,4.0,6,Point to Point,21.1,"
    1,205","
    105","https://maps.google.com/?daddr=49.366991,-123.274728","<div class=""mb-1"">
        This is the 1st half of the <a href=""https://www.hikingproject.com/trail/7039808/baden-powell-trail"">Baden Powell Trail</a>, a point to point trail beginning in Horseshoe Bay and ending in Deep Cove in North Vancouver. The first half of the trail features the high point, at the top of Black Mountain.  The end of the West Vancouver portion of the trail is Cleveland Dam, which is the natural crossing point from West Vancouver to North Vancouver.  <br>
<br>
The trailhead for the Baden Powell is by the Horseshoe Bay ferry terminal, so many hikers will choose to start at the <a href=""https://www.hikingproject.com/trail/7006577/whyte-lake-trail"">Whyte Lake Trail</a>, which has better parking, and connects to the Baden Powell about a kilometre in.  <br>
<br>
The trail climbs steadily to Eagle Bluffs at the 6km mark, then to Black Mountain around 9 kilometres.  The Baden Powell actually loops beneath the Black Mountain summit, but if you have covered all the distance (and elevation) it is recommended that you take the extra few steps to reach the summit.  From the summit, the trail descends quickly into the Cypress ski area, and the ski trails and lifts will be visible.  Take a minute to fill your water bottles at the summit, then climb back up the side of Hollyburn Mountain before a steep descent through the cross-country ski area and the famous Hollyburn chute. <br>
<br>
At the bottom of the hill, you'll join the <a href=""https://www.hikingproject.com/trail/7005054/skyline-trail"">Skyline Trail</a> at the powerlines.  There are a few tricky navigation sections here, as the trail is alternately marked <a href=""https://www.hikingproject.com/trail/7005054/skyline-trail"">Skyline Trail</a>, TCT (Trans-Canada Trail) and <a href=""https://www.hikingproject.com/trail/7039808/baden-powell-trail"">Baden Powell Trail</a>.  As long as you are on one of these you'll be fine, and will come out into the British Properties before crossing three roads, and descending along the power line right of way to the Cleveland Dam.
    </div>",https://cdn2.apstatic.com/photos/hike/7006061_medium_1554319930.jpg
95,"
        Emerald Basin Trail
    ","Golden, BC","BC Rockies,Yoho National Park",Intermediate,4.0,2,Point to Point,2.9,"
    1,495","
    1,308","https://maps.google.com/?daddr=51.450723,-116.532738","<div class=""mb-1"">
        To get to this trail, you'll have to take <a href=""https://www.hikingproject.com/trail/7026119/emerald-lake-trail"">Emerald Lake Trail</a> to the northwest corner. From there, the Emerald Basin Trail starts off flat and very straight. Eventually, it turns northwest and gains elevation very quickly. It is steep but does not require any scrambling. From where you begin to gain elevation to where the valley opens up, the trail is in dense forest so be mindful of bears. <br>
<br>
Eventually, the trail exits the forest and the views open up! You'll hike along the creek draining the valley until you come to a rock field. Explore to your hearts content while enjoying the amazing views of the President, Vice President, Wapta Mt, Mt Stephan, and Burgess.
    </div>",https://cdn2.apstatic.com/photos/hike/7027463_medium_1554916258.jpg
78,"
        Okanagan Rail Trail
    ","Kelowna, BC","BC Rockies,Kelowna",Easy,4.7,3,Point to Point,51.8,"
    439","
    342","https://maps.google.com/?daddr=49.897688,-119.496396","<div class=""mb-1"">Due to the covid-19 panic, some parking areas and some bathrooms are temporarily closed. At this time the trails remain open with social distance guidelines. Contact local authorities for details before you go.</div>",
77,"
        Ka Papa Cedars Trail
    ","Salmo, BC","BC Rockies,Creston,Kootenay Pass",Easy/Intermediate,5.0,1,Loop,2.1,"
    1,329","
    1,285","https://maps.google.com/?daddr=49.095845,-116.965609","<div class=""mb-1"">Plenty of parking off the highway and an overflow access along Char creek, just 200 metres to the west of the main access point.</div>",
92,"
        Diez Vistas Trail
    ","Anmore, BC","Vancouver Coast and Mountains,Vancouver Metro,Buntzen Lake Recreation Area",Difficult,4.3,3,Point to Point,6.6,"
    555","
    133","https://maps.google.com/?daddr=49.330608,-122.863255","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",https://cdn2.apstatic.com/photos/hike/7003907_medium_1554235907.jpg
91,"
        Emerald Lake Trail
    ","Golden, BC","BC Rockies,Yoho National Park",Easy/Intermediate,4.3,3,Point to Point,5.2,"
    1,319","
    1,301","https://maps.google.com/?daddr=51.438439,-116.540481","<div class=""mb-1"">
        This trail starts at the Emerald Lake parking area and goes around the lake in either direction. If you start near the boat house and bathrooms, the trail is paved and great for families or those with limited mobility. <br>
<br>
There are a number of benches along the western edge while it is paved as well. The southern and eastern side of the trail is still in excellent condition and great for the family, but is singletrack and dirt. The northern edge is wide and gravel. <br>
<br>
The lake is visible from almost the entire trail. Emerald Lake is really beautiful and a deeper green than some of the other milky-blue lakes in the region. When it is smooth, the lake offers wonderful reflections of the stunning mountains around it.
    </div>",https://cdn2.apstatic.com/photos/hike/7052962_medium_1555697525.jpg
93,"
        Garibaldi Lake Trail
    ","Whistler, BC","Vancouver Coast and Mountains,Garibaldi Provincial Park",Intermediate/Difficult,4.3,3,Point to Point,9.4,"
    1,498","
    595","https://maps.google.com/?daddr=49.957247,-123.119544","<div class=""mb-1"">
        This is a well-traveled trail and for good reason. It offers a well-maintained, shaded trail gaining significant altitude as it meanders up to Garabaldi Lake, a great swimming location with stunning views.<br>
<br>
Head out of the parking lot past the well-marked trailhead kiosk (with map and trail info) and pit toilets. The trail starts out and remains under tree cover, climbing steadily for the majority of the way.<br>
<br>
All junctions are well marked.
    </div>",https://cdn2.apstatic.com/photos/hike/7050342_medium_1555690444.jpg
75,"
        5th Horseman Trail
    ","West Vancouver, BC","Vancouver Coast and Mountains,North Shore",Difficult,5.0,1,Point to Point,1.9,"
    643","
    309","https://maps.google.com/?daddr=49.365095,-123.214856","<div class=""mb-1"">
        The grade is steep though even and manageable (as a descent). Enjoy picking around rocks and some periodic adventurous drops, and steep sections to manoeuvre. This is a good route for either ascent or descent. <br>
<br>
This is an MTB trail, so keep an ear out for bikes and always yield right of way to cyclists.
    </div>",
98,"
        Trail #6 (Wreck Beach Main Stairs)
    ","West End, BC","Vancouver Coast and Mountains,Vancouver Metro,Pacific Spirit Regional Park",Difficult,4.0,2,Point to Point,0.2,"
    75","
    16","https://maps.google.com/?daddr=49.263373,-123.259259","<div class=""mb-1"">
        <div class=""trail-contacts"">
                <p><strong>Land Manager: </strong> <a data-gtm-id=""manager-external-link"" target=""_blank"" href=""http://www.metrovancouver.org/services/parks/Pages/default.aspx"">Metro Vancouver Regional Parks</a></p>
    </div>    </div>",https://cdn2.apstatic.com/photos/hike/7066227_medium_1578888557.jpg
73,"
        Jumbo Trail East. to Jumbo Pass
    ","Invermere, BC",BC Rockies,Intermediate/Difficult,5.0,1,Point to Point,4.2,"
    2,341","
    1,676","https://maps.google.com/?daddr=50.362759,-116.592781","<div class=""mb-1"">
        Starts off with a steep hike through the forest, eventually breaks through the dense trees into a more open terrain with great views all around.
    </div>",
72,"
        Expresso Trail
    ","North Vancouver, BC","Vancouver Coast and Mountains,North Shore,Mount Fromme",Difficult,5.0,1,Point to Point,1.4,"
    616","
    412","https://maps.google.com/?daddr=49.358777,-123.052467","<div class=""mb-1"">This area is frequented by mountain bikers—always give way to bikes!</div>",
71,"
        Boogyman Trail
    ","North Vancouver, BC","Vancouver Coast and Mountains,North Shore,Mount Seymour",Difficult,5.0,1,Point to Point,1.6,"
    408","
    209","https://maps.google.com/?daddr=49.33696,-122.975006","<div class=""mb-1"">Be aware that this is a popular mountain bike trail. Listen for, and give right of way to cyclists!</div>",
70,"
        Great Divide Trail - Surprise Pass High Alternate Route
    ","Valemount, BC",BC Rockies,Difficult,5.0,1,Point to Point,9.9,"
    2,363","
    1,695","https://maps.google.com/?daddr=53.881878,-120.023923","<div class=""mb-1"">Resources regularly updated with the latest conditions and other information are:<br>
- GDTA website <a rel=""nofollow"" target=""_blank"" href=""http://www.greatdividetrail.com"">www.greatdividetrail.com</a><br>
- Dustin Lynx book <a rel=""nofollow"" target=""_blank"" href=""https://rmbooks.com/book/hiking-canadas-great-divide-trail-3rd-edition"">""Hiking Canada's Great Divide Trail""</a><br>
- <a rel=""nofollow"" target=""_blank"" href=""https://atlasguides.com/great-divide-trail/"">GDT App</a><br>
- Ryan Silk's <a rel=""nofollow"" target=""_blank"" href=""https://sites.google.com/ryansilk.com/maps"">GDT Map Atlas</a><br>
- <a rel=""nofollow"" target=""_blank"" href=""http://gemtrek.com"">Gem Trek maps</a></div>",
83,"
        Marble Meadows
    ","Courtenay, BC",Vancouver Island,Difficult,4.5,2,Point to Point,10.4,"
    1,537","
    224","https://maps.google.com/?daddr=49.673142,-125.558327","<div class=""mb-1"">
        The first part of the trail is a 1km crossing of Buttle Lake from the Augerpoint Trailhead parking lot. Try and time your crossing either before noon or after 5PM to avoid the high afternoon winds.<br>
<br>
The trail starts at the Philips Ridge Marine Campsite and ascends gently at the start through a gorgeous mixed deciduous and coniferous forest. It is well graded and very easy to follow and is characterized by an enormous number of switchbacks in order to make the 1270m elevation gain more palatable. There are some large Douglas-Firs and Hemlocks at the lower elevations with Yellow Cedars frequenting the higher elevations.<br>
<br>
Trail is a mix of gravel, loam, dirt, loose rock and bluffy rocks with some mild exposure near the top.<br>
<br>
The end of the trail crests the ridge and opens up into a wonderful hillocky meadow with many tarns and different sized lakes.The last quarter of the trail is in the open alpine zone with stunning views back down to the lake and the eastern Strathcona peaks across the valley. <br>
<br>
Fast travelers have completed the trail in 3-4 hours while mere humans usually take 5-6 hrs.<br>
The Marble Meadows trail extracts a heavy toll in the many switchbacks to get to the alpine zone, but the rewards are stunning including alpine peaks, geological interest, and fossil deposits.<br>
<br>
If you're looking to head deeper into the backcountry, this trail continues further west, contouring around the multiple alpine lakes in this lofty area.
    </div>",https://cdn2.apstatic.com/photos/hike/7006612_medium_1554321102.jpg
85,"
        Baden Powell Trail
    ","North Vancouver, BC","Vancouver Coast and Mountains,North Shore,Lower Seymour Conservation Reserve",Intermediate,4.5,2,Point to Point,13.4,"
    431","
    10","https://maps.google.com/?daddr=49.347787,-123.022625","<div class=""mb-1"">
        This trail starts at Dempsey Road. Follow the path as it winds its way down past the 30 Ft Pool, and to the <a href=""https://www.hikingproject.com/gem/1001/lynn-canyon-suspension-bridge"">Lynn Canyon Suspension Bridge</a> and Falls. Once at the bridge, take a left on to the bridge. After you have crossed it, you'll take a right and follow the trail. Eventually, you'll pass a bridge (on the right), and Twin Falls. After this, take a left and follow the trail to Lillooet Rd. Here the trail crosses the road and continues to the east.<br>
<br>
The next section of the Baden Powell trail is multi-use and open to bikes. It does it's job connecting a number of descending trails and climbing trails to allow hikers to move across the mountain. Note that past the Power Line to Baden Powell Connector the trail is closed to bikers.<br>
<br>
On the eastern end of the trail, hiker will encounter a 2k section to Quarry Rock that is nearly always quite busy with hikers heading to the viewpoint. This portion of the trail is wider and allows passing, though it can still be challenging at the busiest times. <br>
<br>
From the top of Quarry Rock, the trail is technical, fun, rolling. The 200m of elevation gain comes relatively easy given the gentle grade.<br>
<br>
One other suggestion I would make is that there is a very big/nice parking lot further up (north) on Lillooet Rd., with a big map board and easy access to the <a href=""https://www.hikingproject.com/gem/1001/lynn-canyon-suspension-bridge"">Lynn Canyon Suspension Bridge</a>.<br>
<br>
On the Hiking Project site, in satellite mode, the big parking lot shows up as does the trail leading down to the suspension bridge and the Lillooet Rd Trail leading back out to the easy trail/path along the road. In satellite mode, you can just barely see the small parking area (it's head-in parking right off the road).
    </div>",https://cdn2.apstatic.com/photos/hike/7052490_medium_1555695519.jpg
86,"
        Stanley Park Seawall
    ","West End, BC","Vancouver Coast and Mountains,Vancouver Metro",Easy,4.1,10,Point to Point,8.5,"
    11","
    2","https://maps.google.com/?daddr=49.295253,-123.135822","<div class=""mb-1"">
        Starting at the southeast side of Stanley Park follow the path counter-clockwise.  You'll soon pass the Vancouver Rowing Club.  Next you'll pass Deadman's Island just off the shore to your right.  Soon you'll be headed north and at the northern end of the park you'll pass under Lion's Gate bridge (highway 99).  The path will now head west.  <br>
<br>
From here you'll pass scenic Siwash rock which marks the change to a southern direction.  You'll soon pass Third Beach and the Stanley Park Teahouse.  The path ends at Second Beach.
    </div>",https://cdn2.apstatic.com/photos/hike/7003548_medium_1554234487.jpg
82,"
        Howe Sound Crest Trail
    ","West Vancouver, BC","Vancouver Coast and Mountains,North Shore,Cypress Provincial Park",Difficult,4.5,4,Point to Point,25.9,"
    1,586","
    94","https://maps.google.com/?daddr=49.403212,-123.205082","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",https://cdn2.apstatic.com/photos/hike/7057693_medium_1555947748.jpg
80,"
        Sherbrooke Lake Trail
    ","Lake Louise, AB","BC Rockies,Yoho National Park",Intermediate,4.5,4,Point to Point,4.7,"
    1,819","
    1,599","https://maps.google.com/?daddr=51.440147,-116.355715","<div class=""mb-1"">
        The Sherbrooke Lake Trailhead is at a small parking area next to a lodge on the TransCan (Hwy 1). It is easily accessible when going west on the TransCan and is marked with a small sign. When going east on the TransCan, make a U-turn at the lodge to go west on the TransCan to find the parking area and trailhead.<br>
<br>
Sherbrooke Lake Trail begins by climbing through a fir forest for the first 0.8 miles. As the trail climbs, views of Cathedral Mountain to the south emerge through the trees. About 0.9 miles from the trailhead, a junction with <a href=""https://www.hikingproject.com/trail/7039301/paget-lookout-trail"">Paget Lookout Trail</a> is passed. Continue straight at this junction to follow Sherbrooke Lake Trail. This is well marked.<br>
<br>
After passing the <a href=""https://www.hikingproject.com/trail/7039301/paget-lookout-trail"">Paget Lookout Trail</a> junction, Sherbrooke Lake Trail levels out and the trees thin. A few small meadows are passed, and one arrives at Sherbrooke Lake after hiking 1.9 miles from the trailhead. Sherbrooke Lake is a beautiful, turquoise mountain lake surrounded by peaks. Across the lake to the west is Mt. Ogden. Cathedral Mountain, across the hidden Kicking Horse River Valley, can be seen at the south end of the lake. North of the lake is Mt. Niles in the distance.<br>
<br>
The Sherbrooke Lake Trail then continues by following the lakeshore for another 0.9 miles. The trail then reaches the lake's input streams and ends.
    </div>",https://cdn2.apstatic.com/photos/hike/7038323_medium_1555088108.jpg
81,"
        Lynn Loop Trail
    ","North Vancouver, BC","Vancouver Coast and Mountains,North Shore",Intermediate/Difficult,4.5,4,Loop,5.2,"
    354","
    204","https://maps.google.com/?daddr=49.359186,-123.024718","<div class=""mb-1"">
        This trail is a popular scenic loop which takes you up the mountain, but not too far up to be a major climb, through Douglas fir and western cedars.  It then drops back down via many stairs and flattens out along Lynn Creek.<br>
<br>
Starting at the south end of the loop, head up the mountain.  You'll first climb some switchbacks before the trail turns north.  At this point, the trail will straighten but continue to climb.  <br>
<br>
After some time, the trail will start down and soon begin many switchbacks and stairs.  At the base you'll come to an intersection, turn left and follow the trail along the river back to the start.
    </div>",https://cdn2.apstatic.com/photos/hike/7003861_medium_1554235785.jpg
79,"
        Takakkaw Falls Trail
    ","Golden, BC","BC Rockies,Yoho National Park",Easy,4.5,4,Point to Point,0.7,"
    1,511","
    1,499","https://maps.google.com/?daddr=51.497779,-116.482818","<div class=""mb-1"">
        This trail starts from the Takakkaw Falls parking area and heads south along the river past the restrooms. Continue along the river to the bridge. Then you'll pass along the the paved path to the base of the falls. The trail is paved and flat the whole time so it is great for families. We saw a lot of people playing on the rocks near the base of the falls as well.
    </div>",https://cdn2.apstatic.com/photos/hike/7027182_medium_1554915659.jpg
66,"
        Executioner Trail
    ","North Vancouver, BC","Vancouver Coast and Mountains,North Shore,Lynn Headwaters Regional Park",Difficult,5.0,1,Point to Point,1.3,"
    708","
    436","https://maps.google.com/?daddr=49.361251,-123.066795","<div class=""mb-1"">Shared use with mountain bikers, keep your eyes and ears open for bikes!</div>",
63,"
        Seventh Heaven Trail
    ","North Vancouver, BC","Vancouver Coast and Mountains,North Shore,Mount Fromme",Difficult,5.0,1,Point to Point,0.8,"
    774","
    658","https://maps.google.com/?daddr=49.363913,-123.057507","<div class=""mb-1"">Give right of way to mountain bikers who frequent this area. The wonderful North Van mountain bike community built the trail for everyone to enjoy—respect it!</div>",
60,"
        Glacier Crest Trail
    ","Golden, BC","BC Rockies,Glacier National Park of Canada",Intermediate/Difficult,5.0,1,Point to Point,4.0,"
    2,232","
    1,327","https://maps.google.com/?daddr=51.25106,-117.488033","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
65,"
        Dog Mountain Trail
    ","Burnaby, BC","Vancouver Coast and Mountains,North Shore,Mount Seymour",Easy,5.0,1,Point to Point,2.4,"
    1,046","
    1,003","https://maps.google.com/?daddr=49.367997,-122.949152","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
62,"
        Great Divide Trail - Talbot Alternate Route
    ","Grande Cache, AB",BC Rockies,Intermediate/Difficult,5.0,1,Point to Point,12.7,"
    2,192","
    1,648","https://maps.google.com/?daddr=53.609412,-119.738789","<div class=""mb-1"">Resources regularly updated with the latest conditions and other information are:<br>
- GDTA website <a rel=""nofollow"" target=""_blank"" href=""http://www.greatdividetrail.com"">www.greatdividetrail.com</a><br>
- Dustin Lynx book <a rel=""nofollow"" target=""_blank"" href=""https://rmbooks.com/book/hiking-canadas-great-divide-trail-3rd-edition"">""Hiking Canada's Great Divide Trail""</a><br>
- <a rel=""nofollow"" target=""_blank"" href=""https://atlasguides.com/great-divide-trail/"">GDT App</a><br>
- Ryan Silk's <a rel=""nofollow"" target=""_blank"" href=""https://sites.google.com/ryansilk.com/maps"">GDT Map Atlas</a><br>
- <a rel=""nofollow"" target=""_blank"" href=""http://gemtrek.com"">Gem Trek maps</a></div>",
74,"
        Hilltop South Trail
    ","North Saanich, BC","Vancouver Island,Ruckle Provincial Park",Intermediate,5.0,1,Point to Point,1.3,"
    119","
    40","https://maps.google.com/?daddr=48.780952,-123.396235","<div class=""mb-1"">
        A short trail that crosses a couple contour lines on the descent/ascent from the Hilltop. The trail is marked though a little ambiguous at times (don't worry about getting lost)<br>
<br>
Signed junctions at either end.
    </div>",
61,"
        Great Divide Trail - Perseverence High Alternate Route
    ","Valemount, BC",BC Rockies,Difficult,5.0,1,Point to Point,44.7,"
    2,376","
    1,538","https://maps.google.com/?daddr=53.371247,-119.578314","<div class=""mb-1"">Resources regularly updated with the latest conditions and other information are:<br>
- GDTA website <a rel=""nofollow"" target=""_blank"" href=""http://www.greatdividetrail.com"">www.greatdividetrail.com</a><br>
- Dustin Lynx book <a rel=""nofollow"" target=""_blank"" href=""https://rmbooks.com/book/hiking-canadas-great-divide-trail-3rd-edition"">""Hiking Canada's Great Divide Trail""</a><br>
- <a rel=""nofollow"" target=""_blank"" href=""https://atlasguides.com/great-divide-trail/"">GDT App</a><br>
- Ryan Silk's <a rel=""nofollow"" target=""_blank"" href=""https://sites.google.com/ryansilk.com/maps"">GDT Map Atlas</a><br>
- <a rel=""nofollow"" target=""_blank"" href=""http://gemtrek.com"">Gem Trek maps</a></div>",
58,"
        Eric Dunning Trail
    ","Maple Ridge, BC","Vancouver Coast and Mountains,Vancouver Metro,Golden Ears Provincial Park",Difficult,5.0,1,Point to Point,1.2,"
    357","
    219","https://maps.google.com/?daddr=49.279638,-122.532513","<div class=""mb-1"">A couple small streams may provide water if required.</div>",
