restaurant_name,address,rating,num_reviews,tripadvisor_rating,cost,tags,website,google_maps_link
Range Lounge & Grill at Predator Ridge,"301 Village Centre Pl Predator Ridge Resort, Vernon, British Columbia V1H 1T2 Canada",4.5 of 5 bubbles,511,"#3, of 113 Restaurants in Vernon",$$ - $$$,"Bar,International,Grill",,
Bamboo Beach Fusion Grille,"3313 30 Ave, Vernon, British Columbia V1T 2C9 Canada",4.5 of 5 bubbles,371,"#1, of 113 Restaurants in Vernon",$$ - $$$,"Japanese,Asian,Canadian",,
Mr. Sushi,"6491 Hart Hwy, Prince George, British Columbia V2K 3A4 Canada",4.5 of 5 bubbles,38,"#28, of 143 Restaurants in Prince George",$$ - $$$,"Japanese,Sushi,Asian",,
White Spot,"820 Victoria St, Prince George, British Columbia V2L 5P1 Canada",3.5 of 5 bubbles,278,"#24, of 143 Restaurants in Prince George",$$ - $$$,"American,Bar,Canadian",,
Oakroom Grill,"1023 Central St W Unit 104, Prince George, British Columbia V2M 3C9 Canada",4.0 of 5 bubbles,116,"#26, of 143 Restaurants in Prince George",$$ - $$$,"American,Bar,Canadian",,
Spicy Greens Restaurant,"5083 Domano Bulevard College Heights, Prince George, British Columbia V2N 5E1 Canada",4.0 of 5 bubbles,127,"#23, of 143 Restaurants in Prince George",$$ - $$$,"Indian,Asian,Sri Lankan",,
BX Neighbourhood Pub,"433 Carney St, Prince George, British Columbia V2M 2K4 Canada",4.0 of 5 bubbles,56,"#25, of 143 Restaurants in Prince George",$$ - $$$,"Bar,Pub,Canadian",,
Tokyo Japanese Cuisine,"1604 20th Ave, Prince George, British Columbia V2L 4B6 Canada",4.5 of 5 bubbles,49,"#29, of 143 Restaurants in Prince George",$$ - $$$,"Japanese,Sushi,Asian",,
Camelot Court Restaurant,"1600 Central St E, Prince George, British Columbia V2M 3C2 Canada",4.0 of 5 bubbles,78,"#30, of 143 Restaurants in Prince George",$$ - $$$,"Italian,Diner,Canadian",,
Red Robin Restaurant Parkwood,"1600 15th Ave, Prince George, British Columbia V2L 3X3 Canada",3.5 of 5 bubbles,180,"#27, of 143 Restaurants in Prince George",$$ - $$$,"American,Bar,Canadian",,
The Black Clover Irish Pub,"1165 5th Ave, Prince George, British Columbia V2L 3L1 Canada",4.0 of 5 bubbles,108,"#22, of 143 Restaurants in Prince George",$$ - $$$,"Irish,Bar,Pub",,
Thanh Vu Restaurant,"1778 Highway 97 S, Prince George, British Columbia V2L 5L3 Canada",4.0 of 5 bubbles,111,"#19, of 143 Restaurants in Prince George",$$ - $$$,"Asian,Vietnamese,Vegetarian Friendly",,
Rockford Grill,"2990 Recplace Dr in Sandman Signature Hotel, Prince George, British Columbia V2N 0B2 Canada",4.0 of 5 bubbles,164,"#18, of 143 Restaurants in Prince George",$$ - $$$,"Bar,Canadian,Vegetarian Friendly",,
Zen Noodle House & Sizzler,"693 Brunswick Street, Prince George, British Columbia V2L 0B8 Canada",4.5 of 5 bubbles,37,"#21, of 143 Restaurants in Prince George",$$ - $$$,"Bar,International,Asian",,
Coffee Garden Restaurant,"770 Brunswick St, Prince George, British Columbia V2L 2C2 Canada",4.5 of 5 bubbles,77,"#20, of 143 Restaurants in Prince George",$$ - $$$,"Canadian,Vegetarian Friendly,Vegan Options",,
Moxie's Grill & Bar,"1804 Central St E, Prince George, British Columbia V2M 3C3 Canada",4.0 of 5 bubbles,161,"#17, of 143 Restaurants in Prince George",$$ - $$$,"American,Bar,Canadian",,
Spice of Life,"454 Douglas St, Prince George, British Columbia V2M 2M2 Canada",4.5 of 5 bubbles,51,"#16, of 143 Restaurants in Prince George",$$ - $$$,"Indian,Pakistani,Vegetarian Friendly",,
Shogun Japanese Steakhouse,"770 Brunswick St, Prince George, British Columbia V2L 2C2 Canada",4.0 of 5 bubbles,129,"#14, of 143 Restaurants in Prince George",$$ - $$$,"Japanese,Sushi,Asian",,
Daddyo's Pizza & Ribs,"1630 Central St E, Prince George, British Columbia V2M 3C2 Canada",4.0 of 5 bubbles,145,"#15, of 143 Restaurants in Prince George",$$ - $$$,"Pizza,Canadian,Vegetarian Friendly",,
Earl's Place,"1440 Central St E, Prince George, British Columbia V2M 3C1 Canada",4.0 of 5 bubbles,172,"#13, of 143 Restaurants in Prince George",$$ - $$$,"American,Bar,Canadian",,
Karahi King,"1063 5th Ave, Prince George, British Columbia V2L 5K7 Canada",4.5 of 5 bubbles,140,"#11, of 143 Restaurants in Prince George",$$ - $$$,"Indian,Asian,Vegetarian Friendly",,
North 54,"1493 3rd Ave Bc, Prince George, British Columbia V2L 3G1 Canada",4.0 of 5 bubbles,237,"#9, of 143 Restaurants in Prince George",$$$$,"International,Canadian,Vegetarian Friendly",,
Twisted Cork,"1157 5th Ave, Prince George, British Columbia V2L 3L1 Canada",4.0 of 5 bubbles,274,"#10, of 143 Restaurants in Prince George",$$ - $$$,"Bar,Contemporary,Canadian",,
CrossRoads Brewing & Distillery,"508 George St, Prince George, British Columbia V2L 1R7 Canada",4.5 of 5 bubbles,117,"#8, of 143 Restaurants in Prince George",$$ - $$$,"Brew Pub,Pizza,Gastropub",,
The Canadian Brewhouse & Grill,"3036 Recplace Drive, Prince George, British Columbia V2N 0G2 Canada",4.0 of 5 bubbles,210,"#7, of 143 Restaurants in Prince George",$$ - $$$,"Bar,Grill,Pub",,
Japanese Wasabi Sushi Wonton House,"395 Quebec St, Prince George, British Columbia V2L 1W4 Canada",4.0 of 5 bubbles,174,"#12, of 143 Restaurants in Prince George",$$ - $$$,"Japanese,Sushi,Asian",,
Betulla Burning,"1253 3rd Ave, Prince George, British Columbia V2L 3E6 Canada",4.5 of 5 bubbles,155,"#6, of 143 Restaurants in Prince George",$$ - $$$,"Italian,Pizza,Canadian",,
White Goose Bistro,"1205 3rd Ave, Prince George, British Columbia V2L 3E6 Canada",4.5 of 5 bubbles,255,"#5, of 143 Restaurants in Prince George",$$$$,"Canadian,Vegetarian Friendly,Vegan Options",,
Maguro Sushi,"5241 Ladner Trunk Rd, Delta, British Columbia V4K 1W4 Canada",4.0 of 5 bubbles,106,"#12, of 118 Restaurants in Delta",$$ - $$$,"Japanese,Sushi,Asian",,
MR MIKES SteakhouseCasual Prince George,"2216 Ferry Ave, Prince George, British Columbia V2N 0B1 Canada",4.0 of 5 bubbles,314,"#2, of 143 Restaurants in Prince George",$$ - $$$,"American,Steakhouse,Bar",,
The Keg Steakhouse + Bar - Prince George,"582 George Street, Prince George, British Columbia V2L 1R7 Canada",4.0 of 5 bubbles,417,"#4, of 143 Restaurants in Prince George",$$ - $$$,"American,Steakhouse,Bar",,
Cimo Mediterranean Grill,"601 Victoria St Bc, Prince George, British Columbia V2L 2K3 Canada",4.0 of 5 bubbles,444,"#3, of 143 Restaurants in Prince George",$$ - $$$,"Italian,Mediterranean,Canadian",,
Gracie's Next Door,"1127 56th Street, Tsawwassen, Delta, British Columbia V4L 2A2 Canada",4.0 of 5 bubbles,33,"#6, of 34 Restaurants in Tsawwassen",$$ - $$$,"Mexican,Bar,Pub",,
Lara Cuisine Cafe & Bistro,"4811 Delta St, Ladner, Delta, British Columbia V4K 2T7 Canada",4.5 of 5 bubbles,28,"#6, of 14 Restaurants in Ladner",$$ - $$$,"Mediterranean,Turkish,Middle Eastern",,
Ossie's Deli and Meats,"1557 56 St, Delta, Delta, British Columbia V4L 2A9 Canada",5.0 of 5 bubbles,19,"#11, of 118 Restaurants in Delta",$,"Deli,Canadian,Soups",,
Monkey 9 Brewing Company,"14200 Entertainment Blvd, Richmond, British Columbia V6W 1K3 Canada",4.0 of 5 bubbles,55,"#46, of 683 Restaurants in Richmond",$$ - $$$,"Bar,Pub,Canadian",,
The Keg Steakhouse + Bar - Richmond South,"11151 Number 5 Road, Richmond, British Columbia V7A 4E8 Canada",3.5 of 5 bubbles,148,"#56, of 683 Restaurants in Richmond",$$ - $$$,"American,Steakhouse,Bar",,
Danny's Wun Tun Restaurant,"11666 Steveston Hwy #3050, Richmond, British Columbia Canada",4.0 of 5 bubbles,79,"#50, of 683 Restaurants in Richmond",$$ - $$$,"Chinese,Asian,Cantonese",,
Cora,"11380 Steveston Hwy Unit 170, Richmond, British Columbia V7A 5J5 Canada",4.0 of 5 bubbles,90,"#40, of 683 Restaurants in Richmond",$$ - $$$,"American,Canadian,Vegetarian Friendly",,
White Spot,"1199 56 St, Tsawwassen, Delta, British Columbia V4L 2A2 Canada",3.5 of 5 bubbles,166,"#4, of 34 Restaurants in Tsawwassen",$$ - $$$,"Canadian,Vegetarian Friendly,Vegan Options",,
Kamome Japanese Restaurant,"2222-4949 Canoe Pass Way, Tsawwassen, Delta, British Columbia V4M 0B2 Canada",4.5 of 5 bubbles,22,"#5, of 34 Restaurants in Tsawwassen",$$ - $$$,"Japanese,Sushi,Asian",,
Two Stones Grill,"1602 - 4949 Canoe Pass Way, Delta, British Columbia Canada",4.5 of 5 bubbles,62,"#9, of 118 Restaurants in Delta",$$ - $$$,"Canadian,Vegetarian Friendly",,
Speed's Pub,"4943 Chisholm St, Delta, British Columbia V4K 2K6 Canada",4.0 of 5 bubbles,93,"#10, of 118 Restaurants in Delta",$$ - $$$,"American,Bar,Barbecue",,
Akari Japanese,"7261 120 St, Delta, British Columbia V4C 6P5 Canada",4.5 of 5 bubbles,65,"#8, of 118 Restaurants in Delta",$$ - $$$,"Japanese,Sushi,Asian",,
Cactus Club Cafe Delta,"7907 120th Street, Delta, British Columbia V4C 6P6 Canada",4.0 of 5 bubbles,105,"#7, of 118 Restaurants in Delta",$$ - $$$,"Bar,Canadian,Vegetarian Friendly",,
RiverHouse Restaurant and Pub,"6255 River Rd, Delta, British Columbia V4K 0B2 Canada",4.0 of 5 bubbles,203,"#6, of 118 Restaurants in Delta",$$ - $$$,"Bar,Seafood,Pub",,
Roy's Indian Restaurant,"1179 56th St #200, Delta, British Columbia V4L 2A2 Canada",4.5 of 5 bubbles,52,"#5, of 118 Restaurants in Delta",$$ - $$$,"Indian,Vegetarian Friendly,Vegan Options",,
Sharkey's Seafood Bar & Grille,"4953 Chisholm St, Ladner, Delta, British Columbia V4K 2K6 Canada",4.0 of 5 bubbles,327,"#5, of 14 Restaurants in Ladner",$$ - $$$,"Bar,Seafood,Canadian",,
Old Spaghetti Factory,"14200 Entertainment Blvd #110, Richmond, British Columbia V6W 1K3 Canada",4.0 of 5 bubbles,210,"#23, of 683 Restaurants in Richmond",$$ - $$$,"Italian,Canadian,Vegetarian Friendly",,
Localz Urban Cafe,"4840 Delta Street, Ladner, Delta, British Columbia Canada",4.5 of 5 bubbles,66,"#4, of 14 Restaurants in Ladner",$,"Cafe,Canadian,Soups",,
Il Posto,"4866 Delta St, Ladner, Delta, British Columbia V4K 2T8 Canada",4.5 of 5 bubbles,76,"#3, of 14 Restaurants in Ladner",$$ - $$$,"Italian,Pizza,Canadian",,
Browns Socialhouse,"Tsawwassen, Delta BC Canada 1665 56 St, Delta, British Columbia V4L 2B2 Canada",4.0 of 5 bubbles,187,"#4, of 118 Restaurants in Delta",$$ - $$$,"Bar,Fusion,Canadian",,
Primerose Greek Restaurant,"6165 17a Hwy, Ladner, Delta, British Columbia V4K 5B8 Canada",4.5 of 5 bubbles,156,"#2, of 14 Restaurants in Ladner",$$ - $$$,"Mediterranean,Greek,Vegetarian Friendly",,
Alfa Greco Roman Cuisine,"1097 56 St, Delta, British Columbia V4L 2A2 Canada",4.5 of 5 bubbles,137,"#3, of 118 Restaurants in Delta",$$ - $$$,"Pizza,Mediterranean,Greek",,
Steveston Seafood House,"3951 Moncton St, Richmond, British Columbia V7E 3A7 Canada",4.5 of 5 bubbles,527,"#1, of 683 Restaurants in Richmond",$$$$,"Seafood,Canadian,Vegetarian Friendly",,
Pat Quinn's Restaurant and Bar,"5133 Springs Blvd Located at Tsawwassen Springs Golf Course, Tsawwassen, Delta, British Columbia V4M 0A6 Canada",4.0 of 5 bubbles,388,"#3, of 34 Restaurants in Tsawwassen",$$ - $$$,"American,Bar,Canadian",,
Tandoori Flame Restaurants,"11970 88 Ave, Delta, British Columbia V4C 3C8 Canada",4.0 of 5 bubbles,245,"#2, of 118 Restaurants in Delta",$$ - $$$,"Indian,Asian,Vegetarian Friendly",,
Mario's Kitchen,"1105 56 St, Tsawwassen, Delta, British Columbia V4L 2A2 Canada",4.0 of 5 bubbles,331,"#2, of 34 Restaurants in Tsawwassen",$$ - $$$,"Italian,Pizza,Canadian",,
Taverna Gorgona,"5047 48 Ave Bc, Ladner, Delta, British Columbia V4K 1W1 Canada",4.5 of 5 bubbles,296,"#1, of 14 Restaurants in Ladner",$$ - $$$,"Greek,Vegetarian Friendly,Vegan Options",,
Tasty Indian Bistro,"8295 120 St, Delta, British Columbia V4C 6R1 Canada",4.5 of 5 bubbles,558,"#1, of 118 Restaurants in Delta",$$ - $$$,"Indian,Vegetarian Friendly,Vegan Options",,
Milestones,"20075 Langley Bypass, Langley City, British Columbia V3A 8R6 Canada",3.5 of 5 bubbles,136,"#24, of 144 Restaurants in Langley City",$$ - $$$,"American,Bar,Canadian",,
Katana,"19957 Willowbrook Dr, Langley City, British Columbia V2Y 1A7 Canada",4.0 of 5 bubbles,47,"#25, of 144 Restaurants in Langley City",$$ - $$$,"Japanese,Asian",,
Nancy O's,"1261 3rd Ave, Prince George, British Columbia V2L 3E6 Canada",4.5 of 5 bubbles,500,"#1, of 143 Restaurants in Prince George",$$ - $$$,"American,Bar,Pub",,
White Spot Triple O's,"10-20090 Langley Bypass, Langley City, British Columbia V3A 9J7 Canada",4.5 of 5 bubbles,29,"#23, of 144 Restaurants in Langley City",$,Canadian,,
Match Eatery & Public House,"20393 Fraser Hwy, Langley City, British Columbia V3A 7N2 Canada",3.5 of 5 bubbles,182,"#21, of 144 Restaurants in Langley City",$$ - $$$,"American,Bar,Pub",,
Flourishing Chinese Seafood Restaurant,"20408 Fraser Hwy, Langley City, British Columbia V3A 4G2 Canada",3.5 of 5 bubbles,87,"#22, of 144 Restaurants in Langley City",$$ - $$$,"Chinese,Asian,Cantonese",,
Jimy Mac's,"19935 96 Ave, Langley City, British Columbia V1M 3C7 Canada",4.0 of 5 bubbles,60,"#20, of 144 Restaurants in Langley City",$$ - $$$,"American,Bar,Pub",,
Cora,"20670 Langley Bypass Unit C104, Langley City, British Columbia V3A 0A3 Canada",4.0 of 5 bubbles,79,"#19, of 144 Restaurants in Langley City",$$ - $$$,"Healthy,Canadian,Vegetarian Friendly",,
Browns Socialhouse,"20159 88 Ave A101, Langley City, British Columbia V1M 0A4 Canada",4.0 of 5 bubbles,107,"#16, of 144 Restaurants in Langley City",$$ - $$$,"American,Bar,Contemporary",,
Venetis Restaurant Steak & Seafood House,"20511 Douglas Cres, Langley City, British Columbia V3A 4B6 Canada",4.0 of 5 bubbles,98,"#17, of 144 Restaurants in Langley City",$$ - $$$,"Steakhouse,Seafood,Canadian",,
Naka Bistro Lao & Thai Cuisine,"20055 Fraser Hwy, Langley City, British Columbia V3A 4E4 Canada",4.5 of 5 bubbles,50,"#14, of 144 Restaurants in Langley City",$$ - $$$,"Thai,Vegetarian Friendly,Vegan Options",,
Poseidon Greek Restaurant,"20795 Fraser Hwy, British Columbia V3A 4G4 Canada",4.0 of 5 bubbles,79,"#6, of 56 Restaurants in Langley",$$ - $$$,"Mediterranean,Greek,Vegetarian Friendly",,
Fox and Fiddle,"19530 Langley Bypass, Langley City, British Columbia Canada",3.5 of 5 bubbles,186,"#15, of 144 Restaurants in Langley City",$$ - $$$,"American,Bar,Pub",,
Ashoka,"20530 Fraser Hwy, Langley City, British Columbia V3A 4G2 Canada",4.5 of 5 bubbles,38,"#18, of 144 Restaurants in Langley City",$$ - $$$,"Indian,Vegetarian Friendly,Vegan Options",,
Sushi Gio,"1-20177 88 Ave, Langley City, British Columbia V1M 2N9 Canada",4.5 of 5 bubbles,46,"#13, of 144 Restaurants in Langley City",$$ - $$$,"Japanese,Sushi,Asian",,
Cielito Lindo,"20491 Fraser Hwy, Langley City, British Columbia V3A 4G3 Canada",4.5 of 5 bubbles,63,"#12, of 144 Restaurants in Langley City",$,"Mexican,Latin",,
Mai's Vietnamese Restaurant,"#103 – 20378 88 Avenue, Langley City, British Columbia V1M 2Y4 Canada",4.5 of 5 bubbles,63,"#9, of 144 Restaurants in Langley City",$,"Asian,Vietnamese,Vegetarian Friendly",,
Hot & toasty cafe,"5497 Salt Lane, Langley City, British Columbia V3A 5E9 Canada",4.5 of 5 bubbles,33,"#11, of 144 Restaurants in Langley City",$,"Cafe,Mediterranean,European",,
Langley Vietnamese Cuisine,"5521 203 St # 104, Langley City, British Columbia V3A 8P5 Canada",4.5 of 5 bubbles,47,"#10, of 144 Restaurants in Langley City",$,"Asian,Vietnamese,Soups",,
Galini Greek Kouzina & Grill,"101-19475 Fraser Hwy, Surrey, British Columbia V3S 6K7 Canada",4.0 of 5 bubbles,255,"#9, of 669 Restaurants in Surrey",$$ - $$$,"Mediterranean,European,Greek",,
Avishan Authentic Middle East Grill,"20433 Douglas Cres, British Columbia V3A 4B6 Canada",5.0 of 5 bubbles,42,"#3, of 56 Restaurants in Langley",$$ - $$$,"Middle Eastern,Vegetarian Friendly,Vegan Options",,
C-Lovers Fish & Chips,"20251 Fraser Hwy, Langley City, British Columbia V3A 4E7 Canada",4.0 of 5 bubbles,134,"#8, of 144 Restaurants in Langley City",$$ - $$$,"Seafood,Canadian",,
Pasta Polo,"19665 Willowbrook Dr, Langley City, British Columbia V2Y 1A5 Canada",4.0 of 5 bubbles,226,"#6, of 144 Restaurants in Langley City",$$ - $$$,"Italian,Vegetarian Friendly,Vegan Options",,
Olive Garden Italian Restaurant,"20080 Langley Bypass Rio Can Centre, Langley City, British Columbia V3A 9J7 Canada",4.0 of 5 bubbles,646,"#5, of 144 Restaurants in Langley City",$$ - $$$,"Italian,Soups,Vegetarian Friendly",,
An Indian Affair,"146-19653 Willowbrook Dr, British Columbia V2Y 1A5 Canada",4.5 of 5 bubbles,396,"#2, of 56 Restaurants in Langley",$$ - $$$,"Indian,International,Vegetarian Friendly",,
Shiraz Grill,"20526 Fraser Hwy, Langley City, British Columbia V3A 4G2 Canada",4.5 of 5 bubbles,120,"#7, of 144 Restaurants in Langley City",$$ - $$$,"Persian,Vegetarian Friendly,Gluten Free Options",,
Estrella's Montreal Deli,"5932 200 St, Langley City, British Columbia V3A 1N3 Canada",4.5 of 5 bubbles,171,"#2, of 144 Restaurants in Langley City",$$ - $$$,"Deli,Canadian",,
ATLAS Steak + Fish Langley,"20393 Fraser Highway, British Columbia V3A 7N2 Canada",4.5 of 5 bubbles,192,"#1, of 56 Restaurants in Langley",$$$$,"American,Steakhouse,Seafood",,
Cactus Club Cafe Langley,"101 - 6070 200th Street Unit 101, Langley City, British Columbia V3A 1N4 Canada",4.0 of 5 bubbles,365,"#4, of 144 Restaurants in Langley City",$$ - $$$,"American,Bar,International",,
Ban Chok Dee Thai Cuisine,"20563 Douglas Cres, Langley City, British Columbia V3A 4B6 Canada",4.5 of 5 bubbles,295,"#3, of 144 Restaurants in Langley City",$$ - $$$,"Asian,Thai,Vegetarian Friendly",,
The Sandbar Seafood Restaurant,"1535 Johnston Street Creekhouse #102, Granville Island, Vancouver, British Columbia V6H 3R9 Canada",4.5 of 5 bubbles,"2,138","#26, of 2,517 Restaurants in Vancouver",$$ - $$$,"Seafood,Canadian,Vegetarian Friendly",,
Fable Kitchen,"1944 4th Ave W, Vancouver, British Columbia V6J 1M5 Canada",4.5 of 5 bubbles,561,"#27, of 2,517 Restaurants in Vancouver",$$ - $$$,"Contemporary,Canadian,Vegetarian Friendly",,
Cafe Medina,"780 Richards St, Vancouver, British Columbia V6B 3A4 Canada",4.5 of 5 bubbles,"1,629","#24, of 2,517 Restaurants in Vancouver",$$ - $$$,"Cafe,Mediterranean,Canadian",,
Forage,"1300 Robson St 1300 Robson Street, Vancouver, British Columbia V6E 1C5 Canada",4.5 of 5 bubbles,"1,421","#25, of 2,517 Restaurants in Vancouver",$$ - $$$,"Contemporary,Canadian,Vegetarian Friendly",,
Miku,"70-200 Granville St Corner of Canada Place and Howe St, Vancouver, British Columbia V6C 1S4 Canada",4.5 of 5 bubbles,"2,113","#23, of 2,517 Restaurants in Vancouver",$$$$,"Japanese,Seafood,Sushi",,
Trattoria Kitsilano,"1850 4th Ave W, Vancouver, British Columbia V6J 1M3 Canada",4.5 of 5 bubbles,703,"#22, of 2,517 Restaurants in Vancouver",$$ - $$$,"Italian,Pizza,Tuscan",,
Miko Sushi,"1335 Robson St, Vancouver, British Columbia V6E 1C6 Canada",4.5 of 5 bubbles,360,"#20, of 2,517 Restaurants in Vancouver",$$ - $$$,"Japanese,Sushi,Asian",,
Cardero's Restaurant & Live Bait Marine Pub,"1583 Coal Harbour Quay, Vancouver, British Columbia V6G 3E7 Canada",4.5 of 5 bubbles,"3,389","#21, of 2,517 Restaurants in Vancouver",$$ - $$$,"Seafood,Canadian,Vegetarian Friendly",,
Brix & Mortar Restaurant,"1138 Homer St, Vancouver, British Columbia V6B 2X6 Canada",4.5 of 5 bubbles,490,"#19, of 2,517 Restaurants in Vancouver",$$$$,"Seafood,Wine Bar,Canadian",,
Fanny Bay Oyster Bar & Shellfish Market,"762 Cambie St, Vancouver, British Columbia V6B 2P2 Canada",4.5 of 5 bubbles,490,"#17, of 2,517 Restaurants in Vancouver",$$ - $$$,"Bar,Seafood,Canadian",,
Lupo Restaurant,"869 Hamilton St, Vancouver, British Columbia V6B 2R7 Canada",4.5 of 5 bubbles,832,"#18, of 2,517 Restaurants in Vancouver",$$$$,"Italian,Mediterranean,Tuscan",,
Italia Bella Bar & Grill Restaurant,"215 Kingsway, Vancouver, British Columbia V5T 3J5 Canada",4.5 of 5 bubbles,201,"#12, of 2,517 Restaurants in Vancouver",$$ - $$$,"Italian,European,Vegetarian Friendly",,
Italian Kitchen,"860 Burrard St, Vancouver, British Columbia V6E 1A1 Canada",4.5 of 5 bubbles,"2,462","#14, of 2,517 Restaurants in Vancouver",$$ - $$$,"Italian,Mediterranean,European",,
Ramen Danbo - Robson,"1333 Robson St, Vancouver, British Columbia V6E 1C6 Canada",4.5 of 5 bubbles,381,"#16, of 2,517 Restaurants in Vancouver",$,"Japanese,Asian,Soups",,
Kingyo,"871 Denman St, Vancouver, British Columbia V6G 2L9 Canada",4.5 of 5 bubbles,610,"#13, of 2,517 Restaurants in Vancouver",$$ - $$$,"Japanese,Asian,Vegetarian Friendly",,
Blue Water Cafe,"1095 Hamilton St, Vancouver, British Columbia V6B 5T4 Canada",4.5 of 5 bubbles,"3,064","#15, of 2,517 Restaurants in Vancouver",$$$$,"Seafood,Sushi,Canadian",,
Teahouse in Stanley Park,"7501 Stanley Park Dr Stanley Park, Vancouver, British Columbia V6G 3E2 Canada",4.5 of 5 bubbles,"1,651","#11, of 2,517 Restaurants in Vancouver",$$ - $$$,"Seafood,Canadian,Vegetarian Friendly",,
Jam Cafe YVR,"556 Beatty St, Vancouver, British Columbia V6B 2L3 Canada",4.5 of 5 bubbles,728,"#9, of 2,517 Restaurants in Vancouver",$$ - $$$,"American,Cafe,Canadian",,
Rocky Mountain Flatbread Main Street,"4186 Main St, Vancouver, British Columbia V5V 3P7 Canada",4.5 of 5 bubbles,206,"#10, of 2,517 Restaurants in Vancouver",$$ - $$$,"Pizza,Canadian,Vegetarian Friendly",,
Bishop's,"2183 4th Ave W, Vancouver, British Columbia V6K 1N7 Canada",4.5 of 5 bubbles,389,"#7, of 2,517 Restaurants in Vancouver",$$$$,"Canadian,Vegetarian Friendly,Vegan Options",,
Absinthe Bistro,"952 Commercial Dr, Vancouver, British Columbia V5L 3W7 Canada",4.5 of 5 bubbles,434,"#5, of 2,517 Restaurants in Vancouver",$$ - $$$,"French,European,Gluten Free Options",,
Bacchus Restaurant & Lounge,"845 Hornby St Wedgewood Hotel, Vancouver, British Columbia V6Z 1V1 Canada",4.5 of 5 bubbles,"1,176","#6, of 2,517 Restaurants in Vancouver",$$$$,"Italian,British,Greek",,
Glowbal,"590 Georgia St W, Vancouver, British Columbia V6B 2A3 Canada",4.5 of 5 bubbles,"1,814","#4, of 2,517 Restaurants in Vancouver",$$ - $$$,"American,Bar,Seafood",,
Salmon n' Bannock Bistro,"7-1128 Broadway W, Vancouver, British Columbia V6H 1G5 Canada",4.5 of 5 bubbles,782,"#3, of 2,517 Restaurants in Vancouver",$$ - $$$,"Canadian,Native American,Vegetarian Friendly",,
AnnaLena,"1809 1st Ave W, Vancouver, British Columbia V6J 5B8 Canada",4.5 of 5 bubbles,613,"#8, of 2,517 Restaurants in Vancouver",$$ - $$$,"Contemporary,Canadian,Vegetarian Friendly",,
Five Sails Restaurant,"999 Canada Place Level R - Pan Pacific Hotel, Vancouver, British Columbia V6C 3E1 Canada",4.5 of 5 bubbles,970,"#2, of 2,517 Restaurants in Vancouver",$$$$,"French,Fusion,Vegetarian Friendly",,
Black + Blue,"1032 Alberni St, Vancouver, British Columbia V6E 1A3 Canada",4.5 of 5 bubbles,"2,687","#1, of 2,517 Restaurants in Vancouver",$$$$,"Steakhouse,Grill,Canadian",,
Saveur Restaurant,"658 Herald St, Victoria, British Columbia V8W 1S7 Canada",4.5 of 5 bubbles,468,"#1, of 729 Restaurants in Victoria",$$$$,"French,Contemporary,Canadian",,
Shine Cafe,"1324 Blanshard St Corner of Blanshard and Johnson, Victoria, British Columbia V8W 2J1 Canada",4.5 of 5 bubbles,262,"#26, of 729 Restaurants in Victoria",$$ - $$$,"Cafe,Canadian,Vegetarian Friendly",,
The Pink Bicycle,"1008 Blanshard St, Victoria, British Columbia V8W 2H5 Canada",4.5 of 5 bubbles,483,"#23, of 729 Restaurants in Victoria",$$ - $$$,"American,Bar,Canadian",,
The Ruby,"3110 Trans Canada Hwy At the Motel Zed, Victoria, British Columbia V9B 6H6 Canada",4.5 of 5 bubbles,259,"#22, of 729 Restaurants in Victoria",$$ - $$$,"Diner,Canadian,Vegetarian Friendly",,
ferris' oyster bar and grill,"536 Yates St, Victoria, British Columbia V8W 1K8 Canada",4.5 of 5 bubbles,"1,120","#24, of 729 Restaurants in Victoria",$$ - $$$,"Bar,Seafood,Canadian",,
Irish Times Pub,"1200 Government St Main building, Victoria, British Columbia V8W 1Y3 Canada",4.0 of 5 bubbles,"1,515","#28, of 729 Restaurants in Victoria",$$ - $$$,"Irish,Bar,Pub",,
Bartholomew's Public House,"777 Douglas St Entrance on Humboldt Street, Victoria, British Columbia V8W 2B5 Canada",4.5 of 5 bubbles,581,"#25, of 729 Restaurants in Victoria",$$ - $$$,"American,Bar,British",,
Cora,"850 Douglas St Unit 150, Victoria, British Columbia V8W 2B6 Canada",4.5 of 5 bubbles,681,"#27, of 729 Restaurants in Victoria",$$ - $$$,"American,Cafe,Healthy",,
The Tapa Bar,"620 Trounce Alley, Victoria, British Columbia V8W 1K3 Canada",4.5 of 5 bubbles,690,"#16, of 729 Restaurants in Victoria",$$ - $$$,"Spanish,Vegetarian Friendly,Vegan Options",,
Nourish Kitchen & Cafe,"225 Quebec St, Victoria, British Columbia V8V 1W2 Canada",4.5 of 5 bubbles,510,"#15, of 729 Restaurants in Victoria",$$ - $$$,"Cafe,International,Healthy",,
Il Covo Trattoria,"106 Superior St, Victoria, British Columbia V8V 1T1 Canada",4.5 of 5 bubbles,884,"#18, of 729 Restaurants in Victoria",$$ - $$$,"Italian,Tuscan,Central-Italian",,
Clive's Classic Lounge,"740 Burdett Ave, Victoria, British Columbia V8W 1B2 Canada",4.5 of 5 bubbles,227,"#17, of 729 Restaurants in Victoria",$$ - $$$,"Bar,International,Canadian",,
Sen Zushi,"940 Fort St, Victoria, British Columbia V8V 3K2 Canada",4.5 of 5 bubbles,228,"#19, of 729 Restaurants in Victoria",$$ - $$$,"Japanese,Sushi,Asian",,
