attraction_name,attraction_rating,attraction_category,num_reviews,rank_in_city,photo,about,suggested_duration
Geoffrey Mountain,5.0,Mountains,18,#7 of 14 things to do in Hornby Island,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/02/23/9d/6e/vancouver-island-in-the.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Some good people went to and continue to go to a lot of effort to maintain these hiking and biking trails. Seems like most it not all paths are multi-use, which means even if you plan to hike, then bring a bike a long, push it if you have to, and then enjoy an easy-bumpy-coasting downhill ride down on a ""green"" trail back, or if you want more hardcore then take a ""blue"", ""black"", or ""double-black"".  Not too busy during March break, so great time to bring kids (ours were 14, 11, and 8), and they did fine on the 1.5 hour time up to see the view from the cliffs, and then an 18 minute ride back down.</span></div>",
Elk Lakes Provincial Park,5.0,Parks,2,#1 of 5 things to do in Elkford,background-image:url(https://media-cdn.tripadvisor.com/media/photo-c/768x250/0c/c4/ce/95/lower-elk-lake-elk-lakes.jpg),,
Hatley Park National Historic Site,4.0,Historic Sites • Architectural Buildings • Castles • Gardens,128,#4 of 5 things to do in Colwood,background-image:url(https://media-cdn.tripadvisor.com/media/photo-c/768x250/05/c0/ac/41/hatley-park-national.jpg),"<div class=""WlYyy diXIH dDKKM"">Explore different ways to experience this place.</div>",
Vancouver Convention Centre,4.5,Convention Centres,751,#15 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/03/69/12/e7/vancouver-convention.jpg),"<div class=""WlYyy diXIH dDKKM"">Explore different ways to experience this place.</div>",
Okanagan Regional Library Golden Branch,4.5,Libraries,3,#23 of 45 things to do in Golden,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/14/6f/fc/0d/front-entrance-wheel.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">I'm a fan of libraries in general and Okanagen libraries in particular. I love the Osoyoos and Oliver ones but the Golden one outstrips them for sheer cuteness!<br><br>Like other Okanagen libraries, it is closed on Mondays - and it's also closed on Wednesdays. Its late night is Thursday (8pm), other nights it closes at 5pm (even Saturday, which is great).<br><br>It has a book drop facility outside so you can return books even when they're closIt is worth becoming a member as you can order books, borrow digital books, and access online courses - including Lynda.com and Rosetta Stone (languages), both of which are usually quite expensive.<br><br>There are computers in the library, which you can use for an hour at a time, or you can bring a laptop. The wifi is excellent.<br><br>Staff will let you print documents - I think it's 25p per page.<br><br>There is parking (free) in front of the library.</span></div>",
Willow View Farms,4.5,Farms,28,#9 of 60 things to do in Abbotsford,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0d/03/7d/e4/willow-view-farms.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">We love going here. The nice thing is there is not entry fee! There is lots to do and see with the kids. The market they have is very nice as well.</span></div>",2-3 hours
Ex Nihilo Vineyards,4.0,Wineries & Vineyards,201,#5 of 25 things to do in Lake Country,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/13/8c/d6/dd/ex-nihilo-vineyards.jpg),"<div class=""WlYyy diXIH dDKKM"">Restaurants</div>",< 1 hour
Spanish Banks,4.5,Beaches,509,#9 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/08/9a/fe/a7/spanish-banks.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Sit on/beside a log and read a book, have a picnic.  Dinner/evening will provide an amazing view of the sunset.  Bike to this spot on the nearby path, wade in the water to cool off.  Enjoy the view of the north shore and downtown.</span></div>",1-2 hours
"Rossland Museum & Discovery Centre, Visitor Centre",4.5,Visitor Centres • Speciality Museums • History Museums,31,#3 of 13 things to do in Rossland,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/12/87/ca/4e/tourism-rossland.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">This is a large, apparently well funded, museum for a small town --- containing many interesting and unusual exhibits.  Rossland was a classic mining town, pure and simple---which in recent years has become a trendy ""thriving ghost town"", because of the nearby Red Mountain Ski resort.  The Museum, per se, exhibits are very well done. The larger exhibits are about life in the historic mining town of Rossland, local skiing, and the hydroelectric plant, and a little about the Cominco mining company (which operates the nearby Trail Smelter) and other local mining history.  These are not so disparate topics as they may seem at first.  Skiing was developed by miners (weekend skiers) riding the aerial tram buckets of the mines.  The cheap power of the hydroelectric plant is what made the Trail smelter (which smelted the ore mined in Rossland) possible, and ultimately a great success.  Unfortunately the geology/mining exhibits (on the hill above the museum buildings) were semi-closed when I visited.  Also unfortunately ,many of the outdoor exhibits are in individual sheds “walled” with chain-link fencing – so you can’t really get a good view of the artifacts (vehicles, large compressors, pumps, etc) being displayed.</span></div>",1-2 hours
Garden Bay Marine Provincial Park,4.5,Parks • Gardens,5,#1 of 6 things to do in Garden Bay,background-image:url(https://media-cdn.tripadvisor.com/media/photo-c/768x250/08/5e/2a/c9/garden-bay-marine-provincial.jpg),,
Kwinitsa Station Railway Museum & Park,4.0,Speciality Museums,19,#9 of 23 things to do in Prince Rupert,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/08/c0/86/2f/kwinitsa-station-railway.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">This Railway Museum is located adjacent to the Skeena River; and while small, it represents a special time in Prince Rupert's history.  The bulding itself, the interior rooms, and certainly the displayed items explain a period in time when railroads were kings of the transportation industry.  The building itself sits within  a park created by local Rotary Clubs; and as a bonus, you can walk a pathway along the river into downtown adjacent to the pleasure, fishing, and passenger boat piers.  .</span></div>",
Lockhart Beach Provincial Park,4.5,Beaches • Parks,6,#5 of 7 things to do in Crawford Bay,background-image:url(https://media-cdn.tripadvisor.com/media/photo-c/768x250/13/be/08/f3/serenity-now.jpg),,
Quesnel Farmers' Market,5.0,Farmers Markets,2,#8 of 14 things to do in Quesnel,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0f/cb/38/73/vendor-tent.jpg),,1-2 hours
CheckMate Artisanal Winery,4.5,Wineries & Vineyards,27,#23 of 53 things to do in Oliver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/12/60/1c/c3/the-installation.jpg),"<div class=""WlYyy diXIH dDKKM"">Restaurants</div>",< 1 hour
Sargeant Bay Provincial Park,4.5,Parks,35,#3 of 6 things to do in Halfmoon Bay,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0c/ae/67/f8/sargeant-bay-provincial.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Great bay, plenty of birds and especially eagles. Has to be the best driftwood spot my wife and I have ever seen. Well worth stopping here for a very pleasant couple of hours.</span></div>",
Albert Dyck Park,4.0,Bodies of Water • Parks,23,#18 of 60 things to do in Abbotsford,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0a/83/43/a6/walmsley-lake.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Great place to walk the dog and let her swim. Looks like it would be a good place people to swim as well.</span></div>",< 1 hour
Burns Bog,4.5,Nature & Wildlife Areas • Hiking Trails,21,#9 of 27 things to do in Delta,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/17/f0/69/e7/burns-bog-boardwalk.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Based on the reports of other TripAdvisors, I was really looking forward to ""a walk in the park"", especially when it is in an area designed to keep one's feet dry in such a damp environment. Difficult to drive to, and VERY difficult by bus or bike, at least there is free parking near the Planet Ice property. <br>On the positive side: flat, good traction on the boardwalks, well signed.<br>However, no matter how far I walked, I couldn't get away from the road noise. Railway right-of-way didn't help much either. I'll be back, but probably not for a while.</span></div>",1-2 hours
D'Angelo Estate Winery,4.5,Wineries & Vineyards,11,#51 of 82 things to do in Penticton,,"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">First time visit. Accommodated a small tasting group ! The staff was friendly and knowledgeable! Most of the their wines were sold out. Minimal wine for tasting review. The building is old and looks to be needing some up grades ! Not sure if we would go back?</span></div>",
Riverside Park,4.0,Parks,14,#2 of 15 things to do in Vanderhoof,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0f/c8/e6/ac/photo3jpg.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">This park is the heart of our community and a great place for all kinds of community gatherings. The most recent one we attended was the Canada 150 Celebration. Loved it.</span></div>",
Salmon Arm Water Slides,3.5,Water Parks,80,#14 of 46 things to do in Salmon Arm,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/13/ce/1f/6b/waterslides.jpg),"<div class=""WlYyy diXIH dDKKM"">Explore different ways to experience this place.</div>",More than 3 hours
Blackwood Lane Vineyards & Winery,3.0,Wineries & Vineyards,17,#18 of 20 things to do in Langley City,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/15/8e/7c/57/enjoying-the-patio.jpg),"<div class=""WlYyy diXIH dDKKM"">Attractions</div>",
Canoe Cove Beach,5.0,Beaches,1,#3 of 3 things to do in Canoe,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/0f/9a/2b/a3/birds-fly-in-and-out.jpg),,
Nickel Plate Nordic Centre,5.0,Cross-country Ski Areas,8,#53 of 82 things to do in Penticton,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/07/48/63/86/nickel-plate-cross-country.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">This area has great views with well-groomed trials. We did find the elevations of some of the intermediate trails to be a challenge. This is a place we'll go to every year.</span></div>",2-3 hours
Blue Sky Estate Winery,4.0,Wineries & Vineyards,7,#26 of 34 things to do in Osoyoos,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/17/3b/74/9d/wine-making-equipment.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Open four years and already showing good wines. We discovered it by going in to get a bracelet bead from the Bead Trail program. With three of us going in we came out with two bottles of wine after sampling, a few bead Trail Beads, a small bottle of local Balsamic Vinegar and a purse. A successful stop I would say and we will return when in town. <br>The sell some gift type things in the show room but Wine is their main business.</span></div>",
West Vancouver Aquatic Centre,5.0,Water Parks,23,#12 of 27 things to do in West Vancouver,,"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Beautiful location. A lovely destination for a fun-filled family swim. Great water slide, lazy river and other fun amenities. There is a separate lap pool and high diving board area with a Wibit water obstacle course, Really fun !. </span></div>",
Buchanan Lookout,5.0,Lookouts,6,#9 of 18 things to do in Kaslo,background-image:url(https://media-cdn.tripadvisor.com/media/photo-m/1280/15/88/f2/09/the-view-from-the-top.jpg),,1-2 hours
Hixon Falls,4.5,Waterfalls,2,#1 of 3 things to do in Hixon,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0d/55/da/ae/2016-06-03-hixon-falls.jpg),,2-3 hours
Forbidden Brewing Co,4.5,Breweries,14,#16 of 30 things to do in Courtenay,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0b/d4/4c/6b/photo0jpg.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">If this is the brew pub on the ground floor or the Best Western Mountain View wing...it is closed permanently. I understand the property owner did not renew the lease so farewell...</span></div>",1-2 hours
Eagle Ridge Pool Grounds and Park,3.5,Parks,2,#22 of 24 things to do in Coquitlam,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/17/4a/ef/01/parking-lot.jpg),,
City Centre Mall,3.0,Shopping Malls,2,#10 of 14 things to do in Kitimat,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/13/12/3a/41/city-centre-mall.jpg),"<div class=""WlYyy diXIH dDKKM"">Attractions</div>",1-2 hours
Evelyn Falls Trail,4.5,Hiking Trails,5,#1 of 2 things to do in Anglemont,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/13/ff/7a/c7/pretty-little-falls-at.jpg),,
,,,,,,,
Rock Bay Marine Provincial Park,3.0,Parks,2,#3 of 3 things to do in Sayward,,,
Royal Theatre,4.5,Theatres,19,#3 of 14 things to do in Trail,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0b/d8/e5/2e/lower-columbia-ryan-flett.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Great movie selection, great snacks, big theatre that has gotten better with age. Support local and go see why this theatre is a true gem in the city. The owners are so welcoming and always thinking of new events and ways to connect with the community.</span></div>",2-3 hours
Heart Lake Trail,4.5,Hiking Trails,12,#8 of 19 things to do in Ladysmith,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/13/53/89/67/heart-lake.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">This hike has a bit of everything, a great workout, great view, a place to swim and easy terrain once you’ve reached the lake. It’s one of the best trails for a challenge if you try to do it quickly, if you take your time it is quite a breeze. I’ve seen young children’s and even the elderly do this trail. Poles help for the downhill.</span></div>",More than 3 hours
Pottery By Ramona,5.0,Art Galleries,6,#2 of 3 things to do in Bridge Lake,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/02/d0/b5/b5/pottery-by-ramona.jpg),,
Allison Lake Provincial Park,5.0,Parks,8,#5 of 8 things to do in Princeton,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0c/6a/3d/65/photo1jpg.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Beautiful, relaxing and a great fishing hole. Even with the highway going by and a small community built on its edge, this lake is a beauty.</span></div>",
The Tin Whistle Brewing Company,3.5,Breweries,10,#59 of 82 things to do in Penticton,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1c/9f/33/49/growlers-on-okanagan.jpg),"<div class=""WlYyy diXIH dDKKM"">Attractions</div>",1-2 hours
Stone Butter Church,4.5,Churches & Cathedrals,11,#16 of 33 things to do in Duncan,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/16/84/27/7f/stone-butter-church.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">This building is located right off of Tzouhalem Road at the top of a small rise in the Cowichan River estuary. There's a road that goes up behind it - Lemo Road - but this is a private Reserve Land road. There's a pullout and a bus shelter on Tzouhalem Road itself, below the church - I'm told this is where you're supposed to park and walk up, but last time I drove by the pullout was blocked off to vehicles. If you do walk up to the church, be respectful of the owners of the land and don't stray from the immediate area of the site itself - in other words, don't snoop in peoples yards or be loud and obnoxious. (However, don't be intimidated by threats; last time I was there, a local resident confronted me and claimed that cameras had photographed me and I would be issued with a $480 fine - that's simply not true, in fact the law states that ""trespass on reserve"" carries a maximum fine of $50, and I've never heard of it being enforced in this place. His issue appeared to be with my driving up on Lemo Road - at the time, I was unaware that this road was not a public one.) The building itself has no windows or doors; it is a stone shell that has not been used as a church since the 1800s. Sadly there's quite a lot of graffiti and vandalism damage, but the stone structure survives and the views of the bay from the site are excellent. This is the oldest structure of its kind in the entire Cowichan Valley.</span></div>",< 1 hour
River Market,3.0,Flea & Street Markets,64,#23 of 38 things to do in New Westminster,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/04/52/6a/77/river-market.jpg),"<div class=""WlYyy diXIH dDKKM"">Attractions</div>",
Lennard Island Lighthouse,5.0,Points of Interest & Landmarks • Lighthouses,5,#28 of 42 things to do in Tofino,,"<div class=""WlYyy diXIH dDKKM""><div class=""dHiCM"">Restaurants near Lennard Island Lighthouse:
<ul>
<li>(1.38 km) <a href=""/Restaurant_Review-g181775-d2250800-Reviews-Rockford_Grill-Revelstoke_Kootenay_Rockies_British_Columbia.html"">Rockford Grill</a></li>
<li>(5.92 km) <a href=""/Restaurant_Review-g181775-d2280859-Reviews-Kawakubo_Japanese_Restaurant-Revelstoke_Kootenay_Rockies_British_Columbia.html"">Kawakubo Japanese Restaurant</a></li>
<li>(6.41 km) <a href=""/Restaurant_Review-g181775-d762383-Reviews-Woolsey_Creek_Bistro-Revelstoke_Kootenay_Rockies_British_Columbia.html"">Woolsey Creek Bistro</a></li>
<li>(6.04 km) <a href=""/Restaurant_Review-g181775-d12184434-Reviews-Quartermaster_Eatery-Revelstoke_Kootenay_Rockies_British_Columbia.html"">Quartermaster Eatery</a></li>
<li>(5.93 km) <a href=""/Restaurant_Review-g181775-d2265488-Reviews-Main_Street_Cafe-Revelstoke_Kootenay_Rockies_British_Columbia.html"">Main Street Cafe</a></li>
</ul>
<a href=""/Restaurants-g154944-Vancouver_Island_British_Columbia.html"">View all restaurants near Lennard Island Lighthouse on Tripadvisor</a></div></div>",
Downtown Marina Kelowna,4.0,Marinas • Piers & Boardwalks,89,#27 of 97 things to do in Kelowna,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/07/fa/f5/7c/downtown-marina-kelowna.jpg),"<div class=""WlYyy diXIH dDKKM"">Explore different ways to experience this place.</div>",More than 3 hours
Kamloops Longboard Park,4.0,State Parks,5,#34 of 52 things to do in Kamloops,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/07/fb/d3/31/kamloops-longboard-park.jpg),,1-2 hours
Cottonwood Park,5.0,Beaches • Parks,1,#30 of 34 things to do in Osoyoos,,,
Tradex - Tradex & Exhibition Centre,4.0,Convention Centres,101,#10 of 60 things to do in Abbotsford,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/01/9d/83/2f/boat-sportsmen-hunting.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Visited the food expo again and found once again lots of high prices for demo foods (that in my opinion should be free or very low priced. )   <br>You pay a fairly stiff cost to get in here to see and sample new products. I object strongly to paying again to get a mouthful or two  for new things that people are supposedly promoting. <br>I won't be going next year.</span></div>",
Bog Trail,4.5,Hiking Trails,11,#18 of 42 things to do in Tofino,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/18/99/ce/7c/photo0jpg.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">nice easy walk around this bizarre place. Just off the road so a good stopping point and very interesting</span></div>",
Quesnel Forks,4.0,Ghost Towns,1,#12 of 14 things to do in Quesnel,,,1-2 hours
Lakeview Park,4.0,Parks • Playgrounds,2,#29 of 36 things to do in Vernon,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/14/02/55/aa/peanut-wadding-pool-washrooms.jpg),,2-3 hours
Falls Lake,4.5,Bodies of Water,13,#4 of 6 things to do in Yale,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/10/a0/73/ef/beautiful-lake.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">in the summer this makes a great stopping point to rest and stretch your legs while passing through the area, trail is well marked and this is a very scenic lake</span></div>",
The View Winery and Vineyard,4.5,Wineries & Vineyards,79,#22 of 97 things to do in Kelowna,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/15/e1/2f/df/vintage-car-vintage-building.jpg),"<div class=""WlYyy diXIH dDKKM"">Explore different ways to experience this place.</div>",< 1 hour
Robson Street,4.0,Points of Interest & Landmarks,"1,588",#49 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/07/17/e6/cb/robson-street.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">We stayed at a hotel on Robson Street during the first part of our trip to British Columbia.  Robson Street was a great place to explore.  There are so many restaurants and stores to visit.  We ate most of our meals at Japanese and Korean restaurants, and every one of them were first class.  Stanley Park is just minutes away.</span></div>",
Five Roads Brewing Co.,5.0,Breweries,2,#14 of 20 things to do in Langley City,background-image:url(https://media-cdn.tripadvisor.com/media/photo-m/1280/19/7c/db/42/five-roads-brewing-co.jpg),,1-2 hours
Goldpan Provincial Park,4.5,Parks,9,#1 of 7 things to do in Spences Bridge,background-image:url(https://media-cdn.tripadvisor.com/media/photo-c/768x250/0b/bb/9d/7a/thompson-river-from-our.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">We were sad that we could only stay one night, we loved it here in this beautiful provincial park on the river. The toilets are very clean, the noise from the road and the trains is not bad at all, it was actually interesting to see the trains on both sides of the river. We could sit outside until after 11 pm on a full moon night and listen to the crickets and watch the stars. We definitely want to camp there again and for more than one night.</span></div>",More than 3 hours
Gillespie's Fine Spirits,5.0,Distilleries,31,#12 of 34 things to do in Squamish,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/07/db/1e/21/gillespie-s-fine-spirits.jpg),"<div class=""WlYyy diXIH dDKKM"">Attractions</div>",1-2 hours
Osoyoos Lake Oxbows,4.5,Nature & Wildlife Areas,2,#29 of 34 things to do in Osoyoos,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/19/6c/da/0d/osoyoos-lake-oxbows.jpg),,
New Westminster Museum & Archives,4.0,History Museums,22,#9 of 38 things to do in New Westminster,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0e/1b/70/ed/new-westminster-museum.jpg),"<div class=""WlYyy diXIH dDKKM"">Restaurants</div>",< 1 hour
Rondriso Farms,5.0,Farms,2,#29 of 46 things to do in Surrey,,,
Ravens Cry Theatre,4.5,Theatres,12,#10 of 21 things to do in Sechelt,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0b/d5/ec/c0/ravens-cry-theatre.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Raven's Cry Theatre is a small theatre in a small town, but they have dolby sound and bring in top movies, it only cost $10.00 for an adult. They have a card that is stamped when you watch a movie, so after your 10th movie the 11th is free. The popcorn is reasonably priced and a small is only $3.00. So if your in town come by and watch a movie. On the weekend they have opera and plays via satellite so much to enjoy. During the wait for the movie, they display local artists work, various forms of paintings, ect.</span></div>",
Dakota Ridge,5.0,Parks,15,#8 of 21 things to do in Sechelt,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/06/f6/6c/65/dakota-ridge.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">The Sunshine Coast is known for being pretty much paradise. And now it is even better with public access to Dakota Ridge! Snow enjoyment all winter without having to shovel it. I love the warming huts. Always meet great people in them. A huge thank you to everyone that take care of the roads and paths.  Such a great addition to paradise!</span></div>",
Bright Angel Park,4.5,Parks,76,#6 of 33 things to do in Duncan,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/07/8c/4e/7c/bright-angel-park.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Suspension bridge, river for swimming, easy trails for walking/running, pebble beach, a fantastic playground for all ages. </span></div>",
Babine Mountains Provincial Park,4.5,Mountains • Parks,8,#9 of 20 things to do in Smithers,background-image:url(https://media-cdn.tripadvisor.com/media/photo-m/1280/18/3a/16/c5/photo0jpg.jpg),,
Front Street Gallery Penticton,4.0,Art Galleries,9,#57 of 82 things to do in Penticton,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0f/71/a6/88/come-once-and-you-ll.jpg),"<div class=""WlYyy diXIH dDKKM"">Attractions</div>",< 1 hour
Christie Falls,4.5,Waterfalls,23,#39 of 97 things to do in Kelowna,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0b/76/bd/5b/photo0jpg.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Great family adventure! We took our kids and dogs and loved every minute. Road require an all wheel vehicle. Once you arrive the hike is easy with a 5 min challenging decent at the end to the breath taking falls!</span></div>",
,,,,,,,
Roche Wines,4.5,Wineries & Vineyards,7,#48 of 82 things to do in Penticton,background-image:url(https://media-cdn.tripadvisor.com/media/photo-s/17/54/ac/3b/tasting-bar.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Steeped in history, solid practical experience, lots of guts, this couple -- Pénélope and Dylan -- has literally started from the ground up in creating Roche Wines. Of course, they have a very competent team around them too (just go look at their web page). Then there are their wines... preferences are subjective, but the Pinot Noir is noteworthy! <br>Be certain to swing by; there's more to it than meets the eye.</span></div>",< 1 hour
Sea-Change Studio-Gallery,5.0,Art Galleries,3,#1 of 1 things to do in Union Bay,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/13/37/7a/87/burl-fountain-outside.jpg),"<div class=""WlYyy diXIH dDKKM"">Attractions</div>",1-2 hours
Jesse Falls Protected Area,5.0,Nature & Wildlife Areas • Waterfalls,1,#9 of 14 things to do in Kitimat,background-image:url(https://media-cdn.tripadvisor.com/media/photo-m/1280/1d/c2/2c/4b/sweet-place.jpg),,
Lochside Waterfront Park,5.0,Beaches • Parks,4,#6 of 13 things to do in North Saanich,,,1-2 hours
Devils Lake,1.0,Bodies of Water,2,"#3,390 of 3,961 things to do in British Columbia",,,
Kicking Horse Pass,5.0,Scenic Drives,2,#22 of 45 things to do in Golden,,"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">On our return trip to Penticton, British Columbia, my sister and I stopped at Kicking Horse Pass to view this historic and scenic place as well as search for a geocache hidden there.   Located on the Trans-Canada Highway, 16 kilometers east of Golden, this newer rest area is just west of the Park Bridge.  In the Shushwap,  this rest area is open 24 hours a day with plenty of parking designated especially for RV'S and another for passenger cars.  The surrounding scenery is beautiful with a fast-moving river and high mountain peaks.  Picnic tables, clean washrooms, garbage cans and a dog walking area are available for travellers.  We followed a scenic trail searching for a geocache which we eventually found.  We saw several kayaker navigating their crafts on the swift waterway.</span></div>",< 1 hour
BC Ferries,4.0,Ferries,9,#9 of 14 things to do in Pender Island,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/14/f3/56/a9/bc-ferries.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Very smooth sailing. The Ferry was on time. Tried out the lounge area. There was a gift shop and a coffee shop. </span></div>",
Moffat Falls,5.0,Waterfalls,2,#1 of 2 things to do in Horsefly,,,1-2 hours
Tofino Clayoquot Heritage Museum,3.5,History Museums,10,#31 of 42 things to do in Tofino,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/18/49/ca/9a/find-us-at-331-main-street.jpg),"<div class=""WlYyy diXIH dDKKM"">Thanks so much for your suggestion on better wayfinding and review. And thanks for the visit!</div>",< 1 hour
Penticton & District Community Arts Council,4.5,Art Galleries,8,#52 of 82 things to do in Penticton,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/07/5e/4f/c3/getlstd-property-photo.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">My sister and I visited Leir House not only to tour it but also to attend the Penticton Arts Council Christmas Craft Show.  After seeing the various items for sale, we took a self-tour inside the two-story house.  We admired the decor including the hard wood floors and staircase up to the second floor.  We learned that minimal changes have been made to the house since owned by Hugh Charles Leir and his family of eleven (11) children.  The dumb waiter was removed when the kitchen was modernized.  Posted information told us the history of Leir House that was built in 1927.  In 1951, it was a nurses residence before becoming a Cultural Arts Centre in 1980.  Rooms are available for rent and used for music  and dramatic arts lessons as well as meetings, workshops and other special occasions.  Leir House is the only stone-faced building in Penticton.  We exited the house and walked the grounds, visiting the Gazebo that has grape vines for a roof.  There is a small, stone building on the property that mimics the architecture of the bigger Leir House.  The gardens are lovely with several older trees growing around the house.  The lawns are meticulously groomed.</span></div>",1-2 hours
Chateau Wolff Estate,4.5,Wineries & Vineyards,2,#48 of 69 things to do in Nanaimo,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0b/f1/ae/2a/i-loved-my-wine-tasting.jpg),,
Walley Creek Trail,4.0,Hiking Trails,1,#54 of 69 things to do in Nanaimo,,,
Nuu Chah Nulth Trail,5.0,Hiking Trails,3,#30 of 42 things to do in Tofino,,,
