attraction_name,attraction_rating,attraction_category,num_reviews,rank_in_city,photo,about,suggested_duration
Vernon Public Art Gallery,4.0,Art Galleries,18,#22 of 36 things to do in Vernon,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/13/93/33/c4/gift-shop.jpg),,
Frequency Winery,4.5,Wineries & Vineyards,99,#20 of 97 things to do in Kelowna,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0f/51/bb/28/window-peering-in-to.jpg),Frequency Winery is a Wine and Sound Experience that contains a Sound Studio and Wine Tastings! All about Good Vibes! Come check it!,< 1 hour
Tranquility Studios,4.5,Points of Interest & Landmarks,22,#13 of 43 things to do in Salt Spring Island,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/07/4f/8e/e2/tranquility-studios.jpg),An INTERACTIVE model railway show where YOU get to operate the trains. It's great fun for the whole family with both indoor and outdoor layouts. Allow around 30-40 mins for the full show. There are also pets to meet and feed.,< 1 hour
Nicola Valley Museum & Archives,4.5,Speciality Museums,21,#2 of 17 things to do in Merritt,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/08/3e/e3/98/nicola-valley-museum.jpg),,
Sleeping Beauty Trail,4.5,Hiking Trails,18,#5 of 19 things to do in Queen Charlotte City,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/08/6a/a4/75/sleeping-beauty-trail.jpg),,
London Heritage Farm,4.0,Historic Sites • Farms,45,#21 of 97 things to do in Richmond,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/17/90/4b/8b/the-gardens-in-full-bloom.jpg),"Explore the 1898, late Victorian London Farm House that has been fully restored and furnished to illustrate rural life in Richmond between 1890 and 1920. London Heritage Farm is one of the earliest farm sites in Richmond. Charles and Henrietta London built a small house on site in 1898 and then added to it in 1906. The farm produced dairy products, oats, wheat barley, fruit from an orchard and vegetables. This riverfront land became known as London’s landing and a wharf was built on the property to provide greater access to the river to send farm products to market. Today visitors can also enjoy beautiful heritage perennial flowers, a kitchen and herb garden, an outside exhibit of large, antique farm equipment and chickens.",1-2 hours
Ruth Lake Provincial Park,4.5,Parks,2,#2 of 3 things to do in Forest Grove,,,
Frog On The Bog,5.0,Points of Interest & Landmarks,12,#1 of 7 things to do in Wells,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1d/70/b3/a4/frog-on-the-bog.jpg),"We're a toadily unique gift and coffee store. ""If you think you've seen it all, we'll prove you wrong"". Current retail goods at the Frog are supplied by 31 independent BC artists and artisans, including 19 from our local region! On top of that we have books from 13 independently published authors, CD's from 20 BC musicians, and purchase from 8 family run independent Canadian suppliers. Of course, that includes (6 Wells authors)(9 local artists, jewellers and clothing manufacturers) and (6 local musicians)",< 1 hour
Yellow Bird Arts Gallery,5.0,Art Galleries,3,#45 of 69 things to do in Nanaimo,,,
Numa Falls,3.5,Waterfalls,48,#4 of 5 things to do in Kootenay National Park,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/09/ad/a9/a1/numa-falls.jpg),,
Unwin Park,4.0,Parks,6,#27 of 46 things to do in Surrey,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/14/c8/ed/f6/burial-28-feb-1957-burnaby.jpg),,1-2 hours
Marl Creek Provincial Park,5.0,Parks,1,#32 of 45 things to do in Golden,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/06/81/b3/6f/marl-creek-provincial.jpg),Marl Creek Provincial Park protects remnant old growth forest and ecologically important wetland habitat along the western shores of the Columbia River. The park is located immediately adjacent to the confluence of Waitabit Creek and the Columbia River and is on one of the last remaining natural stretches of the Columbia River.,
Wells Gray Provincial Park,3.5,Points of Interest & Landmarks • Lookouts,23,#10 of 16 things to do in Clearwater,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0c/f3/69/d4/clearwater.jpg),,More than 3 hours
Rainbow Falls Trail,4.0,Hiking Trails • Waterfalls,1,#9 of 16 things to do in Glacier National Park of Canada,,,< 1 hour
Odegaard Falls,5.0,Waterfalls,11,#1 of 5 things to do in Hagensborg,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/0c/c4/75/5b/awesome.jpg),,1-2 hours
Maquinna Provincial Marine Park,4.5,Nature & Wildlife Areas,16,#19 of 42 things to do in Tofino,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/04/33/35/01/add-a-caption.jpg),This area where underground hot springs meet the ocean is very popular with boaters around Victoria Island.,
Wharf Street,4.5,Points of Interest & Landmarks • Historic Walking Areas,161,#31 of 146 things to do in Victoria,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/07/8f/32/0a/wharf-street.jpg),"Seaside street lined with shops, art galleries, cafes and restaurants.",
Whiskers Point Provincial Park,4.5,Parks,8,#2 of 6 things to do in McLeod Lake,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/13/dc/58/4c/photo0jpg.jpg),,
Bodega Ridge Provincial Park,5.0,Parks,19,#8 of 17 things to do in Galiano Island,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/14/68/34/1f/bodega-ridge-vista.jpg),,
Powder Springs Resort,4.0,Ski & Snowboard Areas,9,#26 of 31 things to do in Revelstoke,,,
Cassini Cellars,4.0,Wineries & Vineyards,39,#35 of 53 things to do in Oliver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0e/63/3a/82/cassini.jpg),,
Capitol Hill Reservoir Park,4.0,Parks,6,#27 of 42 things to do in Burnaby,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/17/51/6a/88/photo1jpg.jpg),,< 1 hour
North Vancouver Museum,3.5,History Museums,3,#50 of 57 things to do in North Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/08/e6/cf/35/north-vancouver-museum.jpg),,
Ling Yen Mountain Temple,4.0,Points of Interest & Landmarks,5,#31 of 97 things to do in Richmond,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0f/84/ea/e5/view-of-interior-courtyard.jpg),,1-2 hours
Houston Chamber of Commerce & Visitor Center,5.0,Visitor Centres,1,#4 of 10 things to do in Houston,,,1-2 hours
Christina Lake Welcome Centre,4.5,Visitor Centres,31,#6 of 12 things to do in Christina Lake,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/08/b5/36/16/christina-living-arts.jpg),"Create your next Christina Lake adventure! Our Visitor Information Centre has the resources to help inspire and plan your memorable stay. Learn more at our website, www.christinalake.ca.",< 1 hour
Pemberton Distillery,5.0,Speciality & Gift Shops • Distilleries,33,#1 of 2 Food & Drink in Pemberton,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/01/d0/96/be/the-stills.jpg),"Pemberton Distillery is a family owned boutique distillery located in the heart of the spectacular Coast Mountains of British Columbia. We specialize in handcrafting fine organic spirits that highlight the character of the beautiful region from where they come. Discover the art and science of true craft distilling! We are open year round offering in-depth guided distillery tours and artisan spirits tastings. Join us in the tasting room to enjoy our award-winning spirits including Double Gold Schramm Vodka, the world's only organic potato Vodka, and organic Gin. Browse our gift shop for limited release spirits and specialty products.Please visit our website for more information. Contact us for information on group and corporate gatherings and special events.",< 1 hour
Hope Friendship Garden,4.0,Gardens,27,#7 of 23 things to do in Hope,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0d/38/9e/15/small-pond-at-japanese.jpg),,< 1 hour
Nitinat River Provincial Park,3.5,Parks,5,#2 of 3 things to do in Honeymoon Bay,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0c/c1/a2/d7/beautiful-little-camp.jpg),,
Monashee Provincial Park,5.0,Parks,3,#4 of 10 things to do in Lumby,background-image:url(https://media-cdn.tripadvisor.com/media/photo-c/768x250/11/14/f4/5e/st-peter-lake-campground.jpg),,
Kunze Art Gallery,5.0,Art Galleries,13,#9 of 17 things to do in Creston,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/13/ee/b2/e7/everything-is-touchable.jpg),,
Cliff Gilker Park,4.5,Parks • Hiking Trails,41,#2 of 10 things to do in Roberts Creek,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0f/28/cb/16/beautiful-creeks-and.jpg),,1-2 hours
Terry Isaac Gallery,5.0,Art Galleries,11,#47 of 82 things to do in Penticton,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0d/db/e2/3e/call-ahead-during-winter.jpg),,
Lions Gate Bridge,4.0,Bridges,987,#42 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/0d/60/15/04/photo0jpg.jpg),"This bridge looks beautiful when it's lit up at night, a monument to Vancouver's cosmopolitan romance and sophistication.",
Victoria Public Market at the Hudson,3.5,Farmers Markets,111,#48 of 146 things to do in Victoria,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/16/6e/e8/79/photo0jpg.jpg),,
Port Moody Station Museum,4.0,Speciality Museums,32,#8 of 18 things to do in Port Moody,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/06/8e/36/97/main-buildings.jpg),,
Ray Brydon Park,4.0,Parks,2,#13 of 14 things to do in Invermere,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1a/32/16/20/offleash-dog-park.jpg),,
Caulfeild Cove,4.5,Geologic Formations,7,#16 of 27 things to do in West Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0e/d6/05/6a/caulfeild-cove.jpg),,1-2 hours
Finnerty Gardens,4.5,Gardens,104,#29 of 146 things to do in Victoria,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0a/36/15/e2/may-is-full-bloom-time.jpg),,
Prudhomme Lake Provincial Park,4.5,Parks,6,#2 of 5 things to do in Port Edward,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/12/63/37/fd/prudhomme-lake-provincial.jpg),,
Owl Orphaned Wildlife,4.5,Nature & Wildlife Areas,17,#10 of 27 things to do in Delta,,,< 1 hour
Market Square,4.0,Flea & Street Markets,69,#62 of 146 things to do in Victoria,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/08/60/5a/5e/market-square.jpg),,
Halkett Bay Marine Provincial Park,4.0,Parks,1,#1 of 1 things to do in Gambier Island,background-image:url(https://media-cdn.tripadvisor.com/media/photo-m/1280/19/99/10/de/photo9jpg.jpg),,
Blackwater Lakes,4.0,Bodies of Water,4,#27 of 45 things to do in Golden,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/06/81/5c/15/getlstd-property-photo.jpg),This small lake is located 25 km (15.5 mi) northwest of Donald Station off of Highway 1. A BCFS recreation site and cartop boat launching facilities are provided.,
C.C. Jentsch Cellars,4.5,Wineries & Vineyards,29,#28 of 53 things to do in Oliver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/09/74/79/ac/cc-jentsch-cellars.jpg),"C.C. Jentsch Cellars Family Estates is located just south of Road 13, at 4522 Highway 97, Oliver, BC. Our brief history as a winery started in 2012 and has already been recognized nationally and internationally as a producer of fine vintage wines. The owners of C.C. Jentsch Cellars are Chris and Betty Jentsch. So you are in the know, “Jentsch” is pronounced like “bench” with a “Y”. Say “Yench”. “C. & C.” are Betty and Chris’ middle initials. The Jentsch family history of farming in the Okanagan Valley can be traced back to 1929 as tree fruit growers. At the turn of the millennium Chris began the conversion of the cherry orchards to vineyards. Blocks of cabernet sauvignon , cabernet franc, merlot, petit verdot, malbec and syrah were planted. A small amount of viognier and gewürztraminer were grown. In 2010 Chris added a 10-acre site in Summerland (Okanagan Lake Vineyard) ideally suited to growing chardonnay.",< 1 hour
Markin-MacPhail Westside Legacy Trail,5.0,Biking Trails • Jogging Paths & Tracks,3,#9 of 14 things to do in Invermere,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1d/ac/90/d7/great-trail-we-started.jpg),,1-2 hours
Penticton Trade and Convention Centre,4.0,Convention Centres,33,#40 of 82 things to do in Penticton,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/05/eb/e2/b6/penticton-trade-and-convention.jpg),"The Penticton Trade and Convention Centre provides the perfect venue for conventions, weddings, special events, trade and consumer shows, banquets and meetings in BC. Offering 60,000 square feet, situated in the Okanagan Valley, the Penticton Trade and Convention Centre refreshingly has it all. As the Okanagan's only full-service convention centre, the Penticton Trade and Convention Centre will make your event seamless from inception to execution. With over 2,000 hours of sunshine annually, there's time to think and space to breathe.",
Swan Lake Christmas Hill Nature Sanctuary,5.0,Nature & Wildlife Areas,32,#5 of 17 things to do in Saanich,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/07/ff/8b/be/one-of-the-boardwalks.jpg),,
Lock & Worth Winery,4.5,Wineries & Vineyards • Other Food & Drink,9,#58 of 82 things to do in Penticton,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/08/0a/e7/5b/lock-worth-winery.jpg),"WHO We are Matthew SherLOCK and Ross HackWORTH. We are also our wonderful seasonal and part time employees who get us through the crazy times. WHAT Honest, single vineyard wines of time and place - priced for everyday consumption. WHERE Naramata Bench, Okanagan Valley British Columbia Canada. 1060 Poplar Grove Road. Lock & Worth Winery shares a tasting room with Poplar Grove Cheese. When you visit you can taste both our wines and Poplar Groves artisanal cheeses together. WHY We strongly believe that one should be able to drink high quality, single vineyard (non-commodity), small production wines that are priced reasonably from British Columbia. We plan to be around 20 years from now, not by becoming a large company but by creating a sustainable business within our community. For us part of that means making wines that always over deliver. HOW We spend all of our money on our wines, not our marketing. We eschew heavy bottles, advertising and fancy labels. In the winery we use old French Oak (not expensive) and have very little in the way of technology (still use basket presses). We are also not part of any marketing groups nor do we submit wines to award or trade shows - all of which cost money. Every penny we save goes toward the quality of our wines and to keeping their prices stable. We hope you enjoy.",< 1 hour
Mountain Equipment Coop,3.5,Shopping Malls,2,#52 of 57 things to do in North Vancouver,,,< 1 hour
Yahk Provincial Park,4.5,Parks,9,#2 of 3 things to do in Yahk,background-image:url(https://media-cdn.tripadvisor.com/media/photo-c/768x250/13/31/de/f9/high-water-stay-back.jpg),,
Cominco Gardens,4.0,Gardens,18,#7 of 16 things to do in Kimberley,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0f/bb/e9/46/more-flowers-to-come.jpg),,< 1 hour
MK Bay Marina,4.0,Marinas,4,#6 of 14 things to do in Kitimat,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/0c/f2/92/ff/getlstd-property-photo.jpg),"MK Bay Marina is a full service community based marina, located on the east side of the Douglas Channel. The marina is focused on servicing mariners who enjoy the ocean in this beautiful area. Amenities include Wi-Fi, laundry and shower facilities, long and short term moorage, camping sites and boat launch. The store offers a wide variety of tackle and boating supplies.",< 1 hour
Johnstone Creek Provincial Park,5.0,Parks,4,#4 of 6 things to do in Rock Creek,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0a/4e/8f/f2/loop-trail.jpg),"Facilities: 16 campsites, pit toilets, water hand pump. Location: 5 km west of Rock Creek on Highway 3. Johnstone Creek is a quiet, forested campground just off Highway 3. Whether you are looking for relaxation in a beautiful nature setting or are seeking a well situated roadside stopover 35 minutes west of Osoyoos, this campground is less than 10 minutes from Rock Creek and Kettle River Recreation Area. Campsites are often available for last-minute campers in peak months. Fees are cash only and are self-registration. The park has 38 hectares of mature Douglas fir, larch and spruce trees that provide habitat for woodpeckers and other cavity nesting bird species. White-tailed deer are often seen in the park. Wildlife viewing opportunities can be observed from the short nature loop hike and lookout trail. Open from the May Long Weekend through the second weekend in September.",
Golden & District Arena,4.5,Arenas & Stadiums,4,#21 of 45 things to do in Golden,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/06/81/32/63/getlstd-property-photo.jpg),,1-2 hours
South Beach Trail,5.0,Hiking Trails,6,#20 of 42 things to do in Tofino,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1b/2f/b9/d3/beautiful-beach.jpg),,
Agassiz Speedway,5.0,Auto Racing Tracks,4,#6 of 11 things to do in Agassiz,,,More than 3 hours
Nanaimo Squash Club,5.0,Sports Complexes,4,#55 of 69 things to do in Nanaimo,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/0a/c0/d4/e3/tournament-held-at-the.jpg),,< 1 hour
Heaven's Gate Estate Winery,4.5,Wineries & Vineyards,44,#9 of 40 things to do in Summerland,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/19/45/b0/f2/waking-up-the-wineshop.jpg),"Peaceful serenity, natural beauty and romantic ambiance ... In our unique log cabin tasting room and wine shop we offer an array of award-winning wines. Bring a picnic lunch to enjoy with your favorite bottle of wine on our beautiful patio. Relax with the soothing sounds of the fountain while soaking in the breathtaking view. We are OPEN DAILY until October 14th 12:00 pm - 5:30 pm. Please contact us for an appointment in December through April. Join us on the patio on Saturdays in July and August for live entertainment. Seating is limited.",
Macaulay Point Park,4.5,Parks,23,#3 of 11 things to do in Esquimalt,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/09/33/f5/d4/macaulay-point-park.jpg),,
Overlander Falls,4.5,Waterfalls,15,#1 of 3 things to do in Fraser Lake,background-image:url(https://media-cdn.tripadvisor.com/media/photo-c/768x250/0d/fd/7f/c8/overlander-falls.jpg),,
Larry Berg Flight Path Park,4.0,Parks,66,#17 of 97 things to do in Richmond,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0f/a1/a9/49/20170620-114926-largejpg.jpg),,
Mansons Landing Provincial Park,5.0,Parks,37,#1 of 7 things to do in Mansons Landing,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0f/f3/d5/0e/rocky-islands-within.jpg),,
Ladysmith Maritime Society,4.5,Marinas,16,#5 of 19 things to do in Ladysmith,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0c/7f/0b/c5/20160811-115536-largejpg.jpg),,More than 3 hours
Moose Valley Provincial Park,5.0,Parks,4,#6 of 11 things to do in 100 Mile House,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/08/9f/4b/fe/moose-valley-provincial.jpg),,
Mallard Nature Park,4.0,Nature & Wildlife Areas • Parks • Forests,13,#18 of 30 things to do in Courtenay,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0a/0a/4a/52/mallard-nature-park.jpg),,1-2 hours
Ladysmith Museum,4.5,Speciality Museums,23,#4 of 19 things to do in Ladysmith,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/17/fd/19/f0/view-of-the-exterior.jpg),,
Recline Ridge Vineyard & Winery,4.0,Wineries & Vineyards,43,#2 of 5 things to do in Tappen,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0c/41/1b/e2/the-low-cloud-and-intermittent.jpg),,
Seaside Studio and Gallery,5.0,Art Galleries,2,#4 of 7 things to do in Port Alice,,A working artist's studio on the picturesque waterfront in Port Alice with stunning stained glass pieces on display and new works being created. Original art works by select British Columbia artists also available.,1-2 hours
Memorial Peace Park,4.0,Parks • Gardens • Playgrounds,31,#6 of 19 things to do in Maple Ridge,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/09/e2/e0/6c/bandstand.jpg),,1-2 hours
Georgia Beach,5.0,Beaches,4,#8 of 12 things to do in Gibsons,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1a/5d/02/0d/enjoy-a-picnic-at-the.jpg),,
Silver Lake Provincial Park,4.0,Parks,15,#8 of 23 things to do in Hope,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0c/a1/06/4a/silver-lake-beautiful.jpg),,
Skagit Valley Provincial Park,3.5,Parks,14,#22 of 23 things to do in Hope,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0b/d5/af/a6/skagit-valley-provincial.jpg),,
New Tradition Brewing Company,4.5,Breweries,11,#7 of 17 things to do in Comox,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/18/f7/38/b7/welcome-to-new-tradition.jpg),"We are located right in the heart of downtown Comox, with a friendly team waiting to serve you! Our tasting lounge is custom built, featuring green building techniques, local and upcycled materials. Our craft beer is brewed onsite, and we take pride in combining traditional recipes and newer ingredients to produce well balanced beers. Our menu consists of Aussie Meat Pies, handhelds, & shareables. We have two patios, one of which has great views of the glacier. See you soon. Cheers to beers!",1-2 hours
Burnaby Artisan Farmers’ Market,4.0,Farmers Markets,8,#23 of 42 things to do in Burnaby,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0c/2b/80/fe/farmers-market-photos.jpg),,< 1 hour
Jewel Lake Provincial Park,4.5,Parks,15,#3 of 6 things to do in Greenwood,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0f/e7/8f/b0/jewel-lake.jpg),"Facilities: 26 campsites, public beach and day-use area, pit toilets, water hand pump. There is a 10hp boating restriction on the lake. Location: 12 km from Highway 3 east of Greenwood. Jewel Lake is a popular rustic campground that attracts fishermen, campers, and people looking to explore the great outdoors. It is common to spot anglers fly-fishing for rainbow trout on this scenic 3 km long lake. This truly unique provincial park offers stunning views in a wilderness setting. Campsites are often available for last-minute campers in peak months. Open from the May Long Weekend through the second weekend in September.",
Alexandra Bridge Provincial Park,4.5,Points of Interest & Landmarks • Bridges • Parks,43,#1 of 1 things to do in Spuzzum,background-image:url(https://media-cdn.tripadvisor.com/media/photo-c/768x250/0e/58/c5/29/looking-up-at-the-new.jpg),,
Buse Lake Protected Area,5.0,Nature & Wildlife Areas,4,#31 of 52 things to do in Kamloops,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/1a/0c/0a/d1/buse-lake-protected-area.jpg),,
Kitimat Visitor Centre,5.0,Visitor Centres,1,#8 of 14 things to do in Kitimat,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1b/01/a0/61/welcome-sign-to-kitimat.jpg),"The Kitimat Visitor Centre provides tourists and locals with local to National information. We have public washrooms, free Wi-Fi and souvenirs and local crafts for sale. In the summer months we have two adult Norco Fluid 4 HT mid-fat mountain bikes you can rent as well as a fleet of 6 kayaks including all safety gear needed for a fun day on the water.",< 1 hour
Mount Cain,5.0,Ski & Snowboard Areas,3,#1 of 6 things to do in Woss,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/09/04/f4/de/mount-cain.jpg),,
Coquitlam River Watershed,5.0,Bodies of Water,1,#20 of 24 things to do in Coquitlam,,,
Canada Games Pool,3.5,Sports Complexes,30,#16 of 38 things to do in New Westminster,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0b/f9/61/91/great-pool-has-7-meter.jpg),Local swimming pool & fitness Center,1-2 hours
Geoffrey Mountain,5.0,Mountains,18,#7 of 14 things to do in Hornby Island,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/02/23/9d/6e/vancouver-island-in-the.jpg),,
Mouse Mountain,5.0,Mountains,4,#2 of 3 things to do in Fraser Lake,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1a/8b/2a/c0/view-from-my-work-window.jpg),,
Elk Lakes Provincial Park,5.0,Parks,2,#1 of 5 things to do in Elkford,background-image:url(https://media-cdn.tripadvisor.com/media/photo-c/768x250/0c/c4/ce/95/lower-elk-lake-elk-lakes.jpg),,
Okanagan Regional Library Golden Branch,4.5,Libraries,3,#23 of 45 things to do in Golden,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/14/6f/fc/0d/front-entrance-wheel.jpg),Featured wall mural by local artist Jane Doel commemorating the lives former Librarians: Dot Marshall and Lynda Whitwell.,
Vancouver Convention Centre,4.5,Convention Centres,751,#16 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/03/69/12/e7/vancouver-convention.jpg),"Located on the downtown waterfront with a dramatic mountain backdrop, the Vancouver Convention Centre’s two connected buildings feature 466,500 ft2 (43,340 m2) of flexible meeting, exhibition, ballroom and plenary space. As the world’s only LEED (Leadership in Energy and Environmental Design) Platinum certified convention centre, the facility is committed to environmental sustainability as well as unparalleled service, technology offerings and culinary excellence. Recognized globally in the industry, the Centre is the only two-time winner of the International Association of Congress Centres’ (AIPC) APEX award for “World’s Best Convention Centre”, and the recipient of the AIPC 2011Innovation Award and International Association of Venue Managers’ 2011 Venue Excellence Award.",
Spanish Banks,4.5,Beaches,509,#9 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/08/9a/fe/a7/spanish-banks.jpg),"This expansive beach offers fantastic picnicking opportunities, swimming, beach volleyball, or simply a panoramic view of Vancouver and the mountains. Spanish Banks tends to be a quieter beach which makes it very family-friendly.",1-2 hours
Hatley Park National Historic Site,4.0,Historic Sites • Architectural Buildings • Castles • Gardens,128,#4 of 5 things to do in Colwood,background-image:url(https://media-cdn.tripadvisor.com/media/photo-c/768x250/05/c0/ac/41/hatley-park-national.jpg),An 800-acre park full of gently rolling lawns and lots of trees.,
Willow View Farms,4.5,Farms,29,#8 of 60 things to do in Abbotsford,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0d/03/7d/e4/willow-view-farms.jpg),,2-3 hours
Ex Nihilo Vineyards,4.0,Wineries & Vineyards,201,#5 of 25 things to do in Lake Country,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/13/8c/d6/dd/ex-nihilo-vineyards.jpg),"Extraordinary wines that give life to our unique place in the Okanagan Valley. We create wines that embody the essence of our unique location in the Okanagan Valley, giving life to a sense of place that defines our winery. It’s a sense that reflects the opportunities that come with each season, the stories of the vintages and the character in every bottle. The experiences, understanding and dedication of the people who nurture the vines and produce our wines. A sense, out of nothing, of a lifelong dream to create wines of which we can forever be proud. We welcome you to Ex Nihilo Vineyards, our tasting room, gallery and restaurant, and look forward to sharing it with you.",< 1 hour
Garden Bay Marine Provincial Park,4.5,Parks • Gardens,5,#1 of 6 things to do in Garden Bay,background-image:url(https://media-cdn.tripadvisor.com/media/photo-c/768x250/08/5e/2a/c9/garden-bay-marine-provincial.jpg),,
"Rossland Museum & Discovery Centre, Visitor Centre",4.5,Visitor Centres • Speciality Museums • History Museums,31,#3 of 13 things to do in Rossland,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/12/87/ca/4e/tourism-rossland.jpg),"Established in 1955, the Rossland Historical Museum and Archives Association is a not-for-profit society whose mission is to preserve and dynamically present the heritage of Rossland and area. The Rossland Historical Museum & Archives Association began in the basement of the Rossland Court House in 1954 and was incorporated under the BC Societies Act in March of 1955. The present museum was built on the site of the Black Bear mine in 1967 as a Canadian Centennial project. Although the mine (and underground tour) is permanently closed, the museum still speaks to this area of our history and property tours are still conducted throughout the summer. The museum is also the host organization for the Destination BC Visitor Centre and has tourist information, maps, and guides pertaining to BC, the Kootenay Rockies, and other tourist regions as well as our local communities.",1-2 hours
Kwinitsa Station Railway Museum & Park,4.0,Speciality Museums,19,#9 of 23 things to do in Prince Rupert,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/08/c0/86/2f/kwinitsa-station-railway.jpg),,
Lockhart Beach Provincial Park,4.5,Beaches • Parks,6,#5 of 7 things to do in Crawford Bay,background-image:url(https://media-cdn.tripadvisor.com/media/photo-c/768x250/13/be/08/f3/serenity-now.jpg),,
Quesnel Farmers' Market,5.0,Farmers Markets,2,#8 of 14 things to do in Quesnel,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0f/cb/38/73/vendor-tent.jpg),,1-2 hours
CheckMate Artisanal Winery,4.5,Wineries & Vineyards,27,#23 of 53 things to do in Oliver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/12/60/1c/c3/the-installation.jpg),"*Currently we are open for sales by advanced appointment only and pleased to offer complimentary local delivery in the South Okanagan Valley, Penticton to Osoyoos. Explore CheckMate's Next World Chardonnay and Merlot. Enjoy spectacular views of the South Okanagan Valley, while experiencing our Single Vineyard focused premium wines.",< 1 hour
Sargeant Bay Provincial Park,4.5,Parks,35,#3 of 6 things to do in Halfmoon Bay,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0c/ae/67/f8/sargeant-bay-provincial.jpg),,
D'Angelo Estate Winery,4.5,Wineries & Vineyards,11,#51 of 82 things to do in Penticton,,,
