restaurant_name,rating,num_reviews,rank_in_city,cost,categories
New York Fries,0 reviews,0,"[None, None]",$,Fast food
Cobs Bread,0 reviews,0,"[None, None]",,
TCBY Yogurt,0 reviews,0,"[None, None]",,
Dunbar Sushi,4.0 of 5 bubbles,7,"#1,259, of 2,497 Restaurants in Vancouver",$$ - $$$,Sushi
Triple O's,4.0 of 5 bubbles,12,"#1,258, of 2,497 Restaurants in Vancouver",$,"Fast food,Canadian"
Iden & Quan Ju De Beijing Duck House,4.5 of 5 bubbles,3,"#1,251, of 2,497 Restaurants in Vancouver",,Chinese
Edible Flours,4.0 of 5 bubbles,7,"#1,257, of 2,497 Restaurants in Vancouver",$$ - $$$,Cafe
Ah Long Sushi,4.0 of 5 bubbles,5,"#1,244, of 2,497 Restaurants in Vancouver",$,Sushi
Mi Mary's Noodle and Liquor Bar,4.5 of 5 bubbles,5,"#1,254, of 2,497 Restaurants in Vancouver",$,
Bashu Sichuan Seafood Restaurant,4.0 of 5 bubbles,10,"#1,242, of 2,497 Restaurants in Vancouver",$$ - $$$,"Chinese,Canadian"
Potluck Hawker Eatery,4.0 of 5 bubbles,5,"#1,235, of 2,497 Restaurants in Vancouver",,"Philippine,Asian,Thai,Malaysian"
Westward Ho! Bar & Grill,3.5 of 5 bubbles,37,"#1,239, of 2,497 Restaurants in Vancouver",$$ - $$$,"American,Bar,Pub"
Jopapas Pizzeria,0 reviews,0,"[None, None]",,Italian
Whole Foods Market,3.5 of 5 bubbles,21,"#1,240, of 2,497 Restaurants in Vancouver",$$ - $$$,"Speciality Food Market,Cafe,Vegetarian Friendly"
Simply sushi bar,4.0 of 5 bubbles,11,"#1,232, of 2,497 Restaurants in Vancouver",$,"Japanese,Sushi,Asian"
McDonald's,0 reviews,0,"[None, None]",,
Globe@YVR,4.5 of 5 bubbles,17,"#82, of 679 Restaurants in Richmond",$$$$,Canadian
Roland's on Fourth,4.0 of 5 bubbles,19,"#1,287, of 2,497 Restaurants in Vancouver",$$ - $$$,"Bar,Grill,Pub"
Lazy Gourmet,4.0 of 5 bubbles,10,"#1,278, of 2,497 Restaurants in Vancouver",,
Chef Hung Taiwanese Beef Noodle,3.5 of 5 bubbles,13,"#1,275, of 2,497 Restaurants in Vancouver",$$ - $$$,"Chinese,Asian,Taiwanese"
Crepe & Cafe,5.0 of 5 bubbles,4,"#1,273, of 2,497 Restaurants in Vancouver",,
Safeway,4.0 of 5 bubbles,8,"#1,272, of 2,497 Restaurants in Vancouver",,Canadian
All India Sweets & Restaurant,3.5 of 5 bubbles,49,"#1,286, of 2,497 Restaurants in Vancouver",$$ - $$$,"Indian,Pakistani,Vegetarian Friendly"
Jackson's Meats and Deli,4.5 of 5 bubbles,4,"#1,276, of 2,497 Restaurants in Vancouver",,Deli
Michele Cake Shop,4.0 of 5 bubbles,12,"#1,264, of 2,497 Restaurants in Vancouver",$,Asian
Tasty Dogs,0 reviews,0,"[None, None]",,Fast food
Pita Pit,0 reviews,0,"[None, None]",$,Fast food
Subway,0 reviews,0,"[None, None]",,
Canucks Bar and Grill,3.5 of 5 bubbles,210,"#94, of 679 Restaurants in Richmond",$$ - $$$,"American,Bar,Canadian"
Meat & Bread,4.5 of 5 bubbles,4,"#1,318, of 2,497 Restaurants in Vancouver",$,"Fast food,British,Canadian"
Thai Son,3.5 of 5 bubbles,19,"#1,314, of 2,497 Restaurants in Vancouver",$,"Fast food,Asian,Vietnamese"
Southern Delicacy Restaurant,4.5 of 5 bubbles,4,"#1,309, of 2,497 Restaurants in Vancouver",,Chinese
Moore's Bakery & Delicatessen,4.5 of 5 bubbles,8,"#1,308, of 2,497 Restaurants in Vancouver",$$ - $$$,"Cafe,Deli,Canadian"
Yifang Taiwan Fruit Tea Canada,5.0 of 5 bubbles,3,"#1,303, of 2,497 Restaurants in Vancouver",$,"Chinese,Asian,Taiwanese"
The Meat Up,4.0 of 5 bubbles,6,"#1,307, of 2,497 Restaurants in Vancouver",$$ - $$$,Chinese
Manchester Public Eatery,3.5 of 5 bubbles,20,"#1,294, of 2,497 Restaurants in Vancouver",$$ - $$$,"Bar,Pub,Canadian"
whitespot,4.0 of 5 bubbles,35,"#116, of 679 Restaurants in Richmond",$$ - $$$,"American,International,Healthy"
A&W,4.0 of 5 bubbles,9,"#1,293, of 2,497 Restaurants in Vancouver",$,Canadian
Vino Volo,4.0 of 5 bubbles,23,"#110, of 679 Restaurants in Richmond",$$ - $$$,"Wine Bar,Vegetarian Friendly"
Double Double Restaurant,4.0 of 5 bubbles,39,"#120, of 679 Restaurants in Richmond",$$ - $$$,"Chinese,Asian,Cantonese"
BiBo Pizzeria,3.5 of 5 bubbles,82,"#98, of 679 Restaurants in Richmond",$$ - $$$,"Italian,Pizza,Vegetarian Friendly"
Asaka Ramen & TMix Bubble Tea and Dessert Bar,4.5 of 5 bubbles,9,"#153, of 679 Restaurants in Richmond",$$ - $$$,"Japanese,Cafe,Asian"
Bruno,5.0 of 5 bubbles,5,"#149, of 679 Restaurants in Richmond",,"Seafood,Canadian"
"Josie, Ours",5.0 of 5 bubbles,4,"#1,350, of 2,497 Restaurants in Vancouver",,
Zara's Deli,4.0 of 5 bubbles,5,"#1,341, of 2,497 Restaurants in Vancouver",,Italian
Pitchfork Restaurant,4.0 of 5 bubbles,5,"#1,335, of 2,497 Restaurants in Vancouver",,
Thai Basil,3.5 of 5 bubbles,16,"#1,340, of 2,497 Restaurants in Vancouver",$,"Asian,Thai,Vegetarian Friendly"
Moki Pizza,5.0 of 5 bubbles,5,"#1,327, of 2,497 Restaurants in Vancouver",$$ - $$$,Pizza
Sushi Tonton,4.5 of 5 bubbles,4,"#1,332, of 2,497 Restaurants in Vancouver",$$ - $$$,"Japanese,Sushi"
Original Tandoori,4.0 of 5 bubbles,8,"#1,326, of 2,497 Restaurants in Vancouver",$$ - $$$,Indian
Olive + Ruby,4.0 of 5 bubbles,5,"#1,321, of 2,497 Restaurants in Vancouver",$$ - $$$,Cafe
Starbucks,4.5 of 5 bubbles,10,"#137, of 679 Restaurants in Richmond",$$ - $$$,Cafe
Sea Harbour Seafood Restaurant,3.5 of 5 bubbles,70,"#164, of 679 Restaurants in Richmond",$$ - $$$,"Chinese,Seafood,Asian"
Aphrodite's Organic Cafe,4.0 of 5 bubbles,97,"#570, of 2,497 Restaurants in Vancouver",$$ - $$$,"Cafe,Healthy,Canadian"
Starbucks,4.0 of 5 bubbles,18,"#163, of 679 Restaurants in Richmond",$$ - $$$,"Quick Bites,Cafe"
Cafe FortyOne,5.0 of 5 bubbles,3,"#1,377, of 2,497 Restaurants in Vancouver",,"Pizza,Cafe,Mediterranean,Middle Eastern"
The Copper Tank Grill,3.5 of 5 bubbles,18,"#1,351, of 2,497 Restaurants in Vancouver",$,"Bar,Canadian"
Everyday Sushi,4.0 of 5 bubbles,13,"#1,368, of 2,497 Restaurants in Vancouver",$$ - $$$,"Japanese,Sushi,Asian"
Dylan's,4.0 of 5 bubbles,7,"#1,366, of 2,497 Restaurants in Vancouver",,Canadian
The Yard Cafe,4.5 of 5 bubbles,5,"#1,363, of 2,497 Restaurants in Vancouver",,Canadian
Tandoori King,5.0 of 5 bubbles,3,"#1,358, of 2,497 Restaurants in Vancouver",$$$$,Indian
Old Ginger Szechuan Restaurant,3.5 of 5 bubbles,13,"#1,361, of 2,497 Restaurants in Vancouver",$$ - $$$,"Chinese,Asian"
Hong Mao Seafood Restaurant,4.0 of 5 bubbles,10,"#213, of 679 Restaurants in Richmond",$$ - $$$,Chinese
Cafe Savoureux,4.5 of 5 bubbles,6,"#212, of 679 Restaurants in Richmond",,Cafe
Imperial City Bistro,4.0 of 5 bubbles,14,"#210, of 679 Restaurants in Richmond",$$ - $$$,"Chinese,Asian,Shanghai"
Wah Yuen Noodle House,4.5 of 5 bubbles,9,"#203, of 679 Restaurants in Richmond",,Asian
Hakkasan Bistro,4.0 of 5 bubbles,20,"#207, of 679 Restaurants in Richmond",$$$$,"Chinese,Asian,Contemporary"
Moon Sushi Japanese Restaurant,5.0 of 5 bubbles,3,"#1,404, of 2,497 Restaurants in Vancouver",,Japanese
Dukes On Broadway Cafe,4.0 of 5 bubbles,12,"#1,403, of 2,497 Restaurants in Vancouver",,"Cafe,Fast food,Canadian"
That's It Café,4.5 of 5 bubbles,4,"#1,402, of 2,497 Restaurants in Vancouver",$,
McDonald's,4.5 of 5 bubbles,4,"#1,401, of 2,497 Restaurants in Vancouver",$,Fast food
Tractor Broadway,4.5 of 5 bubbles,3,"#1,399, of 2,497 Restaurants in Vancouver",$$ - $$$,
White Spot,4.0 of 5 bubbles,6,"#1,398, of 2,497 Restaurants in Vancouver",,Canadian
Healthy Noodle House,5.0 of 5 bubbles,12,"#1,394, of 2,497 Restaurants in Vancouver",$,"Asian,Soups,Vegetarian Friendly"
Dunbar Pizza & Grill,4.5 of 5 bubbles,6,"#1,385, of 2,497 Restaurants in Vancouver",$$ - $$$,
Yogen Früz,4.0 of 5 bubbles,10,"#1,390, of 2,497 Restaurants in Vancouver",$,
KungFu Fish,5.0 of 5 bubbles,4,"#242, of 679 Restaurants in Richmond",,
Lulu's Lounge,3.5 of 5 bubbles,27,"#234, of 679 Restaurants in Richmond",$$ - $$$,"American,Bar,Pub"
Fujiya Japanese Foods,4.0 of 5 bubbles,12,"#233, of 679 Restaurants in Richmond",$,Japanese
The Southside Cafe,4.5 of 5 bubbles,8,"#230, of 679 Restaurants in Richmond",$$ - $$$,Cafe
Man Ri Sung,3.5 of 5 bubbles,14,"#228, of 679 Restaurants in Richmond",$$ - $$$,"Chinese,Asian,Korean"
Cineplex Cinemas,4.0 of 5 bubbles,8,"#1,435, of 2,497 Restaurants in Vancouver",,
Salad Loop,4.5 of 5 bubbles,3,"#1,433, of 2,497 Restaurants in Vancouver",,
Thai Basil Restaurant - Broadway,3.5 of 5 bubbles,12,"#1,434, of 2,497 Restaurants in Vancouver",$,"Asian,Thai"
Silk Road Cafe,5.0 of 5 bubbles,4,"#1,432, of 2,497 Restaurants in Vancouver",,"Lebanese,Mediterranean"
Italian Garden Ristorante & Pizzeria,3.5 of 5 bubbles,34,"#1,427, of 2,497 Restaurants in Vancouver",$$ - $$$,"Italian,Pizza,Mediterranean"
The Ellis,4.0 of 5 bubbles,10,"#1,422, of 2,497 Restaurants in Vancouver",$$ - $$$,"American,Pub,Gastropub"
Simon's Kitchen,4.0 of 5 bubbles,7,"#1,421, of 2,497 Restaurants in Vancouver",$$ - $$$,Chinese
Chatime Broadway,4.0 of 5 bubbles,9,"#1,412, of 2,497 Restaurants in Vancouver",$$ - $$$,"Asian,Taiwanese"
Cafe Phin,4.0 of 5 bubbles,10,"#1,413, of 2,497 Restaurants in Vancouver",$,Vietnamese
Kurosan Katsu,4.0 of 5 bubbles,5,"#268, of 679 Restaurants in Richmond",$$ - $$$,
The Deluxe Chinese Restaurant,3.5 of 5 bubbles,21,"#269, of 679 Restaurants in Richmond",$$ - $$$,"Chinese,Asian,Cantonese"
Hemisphere North Restaurant,4.0 of 5 bubbles,14,"#221, of 679 Restaurants in Richmond",$$ - $$$,Canadian
Gram Cafe & Pancakes,4.0 of 5 bubbles,6,"#257, of 679 Restaurants in Richmond",,
Pho Han,4.0 of 5 bubbles,9,"#227, of 679 Restaurants in Richmond",$,Vietnamese
Sushi Hoon,4.5 of 5 bubbles,5,"#1,466, of 2,497 Restaurants in Vancouver",,"Japanese,Sushi"
Royal Seoul House,4.0 of 5 bubbles,17,"#1,468, of 2,497 Restaurants in Vancouver",$$ - $$$,"Barbecue,Asian,Korean"
Hikari cafe,4.5 of 5 bubbles,3,"#1,457, of 2,497 Restaurants in Vancouver",,
Chevere Eh!,4.5 of 5 bubbles,3,"#1,463, of 2,497 Restaurants in Vancouver",,
Pho Tan's Vietnamese,3.5 of 5 bubbles,16,"#1,461, of 2,497 Restaurants in Vancouver",$,"Asian,Vietnamese,Soups"
Wo's Chinese Restaurant,3.5 of 5 bubbles,9,"#1,456, of 2,497 Restaurants in Vancouver",$$ - $$$,Chinese
Sushi Nova,4.0 of 5 bubbles,4,"#1,453, of 2,497 Restaurants in Vancouver",$$ - $$$,"Japanese,Sushi"
My Greek Taverna,4.0 of 5 bubbles,56,"#169, of 668 Restaurants in Surrey",$$ - $$$,"Mediterranean,Greek,Vegetarian Friendly"
Cheng Du Xiao Chi,5.0 of 5 bubbles,2,"#302, of 679 Restaurants in Richmond",,
Jiu Jiang,4.0 of 5 bubbles,6,"#1,447, of 2,497 Restaurants in Vancouver",$$ - $$$,"Japanese,Sushi"
Dinesty Richmond Aberdeen,4.5 of 5 bubbles,3,"#300, of 679 Restaurants in Richmond",,
Hou Lok,5.0 of 5 bubbles,4,"#299, of 679 Restaurants in Richmond",,
Anderssen's Flax Cafe,3.0 of 5 bubbles,7,"#2,381, of 2,497 Restaurants in Vancouver",$,Vegetarian Friendly
A & W,4.0 of 5 bubbles,6,"#1,492, of 2,497 Restaurants in Vancouver",$,Fast food
Storm City Coffee + Sweets,4.0 of 5 bubbles,4,"#1,496, of 2,497 Restaurants in Vancouver",$$ - $$$,Cafe
Snackshot,4.0 of 5 bubbles,5,"#1,494, of 2,497 Restaurants in Vancouver",,
Tractor,5.0 of 5 bubbles,2,"#1,484, of 2,497 Restaurants in Vancouver",,Canadian
Artisan Sake Maker,4.0 of 5 bubbles,11,"#1,483, of 2,497 Restaurants in Vancouver",$$ - $$$,"Japanese,Canadian"
Little Bird Dim Sum,4.0 of 5 bubbles,4,"#1,479, of 2,497 Restaurants in Vancouver",$$ - $$$,Chinese
Omi Japan,3.5 of 5 bubbles,17,"#1,480, of 2,497 Restaurants in Vancouver",$,"Japanese,Fast food,Sushi"
Lighthouse,4.5 of 5 bubbles,5,"#208, of 668 Restaurants in Surrey",$$ - $$$,Indian
Calgary Sweets,5.0 of 5 bubbles,5,"#195, of 668 Restaurants in Surrey",,
Beehive,3.5 of 5 bubbles,8,"#1,476, of 2,497 Restaurants in Vancouver",$$ - $$$,
Chef Of Dumplings,3.5 of 5 bubbles,6,"#294, of 679 Restaurants in Richmond",,
Yuan's Chuan Chuan Xiang,4.5 of 5 bubbles,6,"#338, of 679 Restaurants in Richmond",$$ - $$$,Chinese
Cafe Loyal,4.0 of 5 bubbles,5,"#340, of 679 Restaurants in Richmond",$,Fast food
Sushi House,3.5 of 5 bubbles,19,"#331, of 679 Restaurants in Richmond",$$ - $$$,"Japanese,Sushi,Asian"
Ramen House,4.5 of 5 bubbles,4,"#1,527, of 2,497 Restaurants in Vancouver",,Indian
Cafe Umbria Canada,5.0 of 5 bubbles,2,"#1,521, of 2,497 Restaurants in Vancouver",,
Dutch Pannekoek House,4.0 of 5 bubbles,6,"#1,524, of 2,497 Restaurants in Vancouver",,
Viet Mama Cafe,4.5 of 5 bubbles,2,"#1,519, of 2,497 Restaurants in Vancouver",$$ - $$$,Vietnamese
Regal Mansion Cuisine,4.5 of 5 bubbles,2,"#1,520, of 2,497 Restaurants in Vancouver",$$$$,Chinese
Fortune Terrace JOY CAFE,4.0 of 5 bubbles,3,"#1,515, of 2,497 Restaurants in Vancouver",,Chinese
Stock Up,5.0 of 5 bubbles,4,"#1,517, of 2,497 Restaurants in Vancouver",$,
Gobble,4.0 of 5 bubbles,5,"#1,514, of 2,497 Restaurants in Vancouver",,Healthy
Anjali's Dosa Garden,4.0 of 5 bubbles,6,"#228, of 668 Restaurants in Surrey",$$ - $$$,Indian
Maguro Japanese Restaurant,5.0 of 5 bubbles,5,"#224, of 668 Restaurants in Surrey",,Japanese
Pho Tau Bay,3.5 of 5 bubbles,26,"#219, of 668 Restaurants in Surrey",$,"Asian,Vietnamese,Soups"
GNJ Vegetarian Bistro,4.5 of 5 bubbles,7,"#226, of 668 Restaurants in Surrey",$$ - $$$,Vegan Options
Lahori Sweets & Restaurant,3.5 of 5 bubbles,16,"#217, of 668 Restaurants in Surrey",$$ - $$$,"Indian,Middle Eastern,Pakistani"
Chopsticks Noodlehouse,4.0 of 5 bubbles,2,"#371, of 679 Restaurants in Richmond",,
Continental Seafood,4.0 of 5 bubbles,2,"#368, of 679 Restaurants in Richmond",,Seafood
Curry House,4.0 of 5 bubbles,4,"#364, of 679 Restaurants in Richmond",,Indian
Kyuzo Japanese Restaurant,4.0 of 5 bubbles,5,"#1,547, of 2,497 Restaurants in Vancouver",,Japanese
Wild Sushi,4.5 of 5 bubbles,3,"#1,552, of 2,497 Restaurants in Vancouver",,Sushi
L'uficcio,5.0 of 5 bubbles,2,"#1,540, of 2,497 Restaurants in Vancouver",,Italian
Backstage Lounge,3.0 of 5 bubbles,101,"#1,545, of 2,497 Restaurants in Vancouver",$$ - $$$,"American,Bar,Pub"
NSCS Discovery Cafe,5.0 of 5 bubbles,3,"#1,539, of 2,497 Restaurants in Vancouver",,
Blossom Sea Food Restaurant,5.0 of 5 bubbles,1,"#363, of 679 Restaurants in Richmond",,Chinese
Golden Szechuan Restaurant,3.5 of 5 bubbles,16,"#360, of 679 Restaurants in Richmond",$$ - $$$,"Chinese,Asian,Szechuan"
Short & Sweet Patisserie and Bakery,5.0 of 5 bubbles,2,"#8, of 12 Restaurants in Cloverdale",,
Lovely Sweet & Restaurant,4.5 of 5 bubbles,4,"#247, of 668 Restaurants in Surrey",,Indian
Subway,4.0 of 5 bubbles,4,"#362, of 679 Restaurants in Richmond",,"American,Deli"
Pizza Hut,4.0 of 5 bubbles,7,"#352, of 679 Restaurants in Richmond",$$ - $$$,Pizza
No. 1 Shanghai Restaurant,4.5 of 5 bubbles,2,"#401, of 679 Restaurants in Richmond",$$ - $$$,"Chinese,Shanghai"
Teppan Kitchen,3.5 of 5 bubbles,5,"#393, of 679 Restaurants in Richmond",,
Subway,3.5 of 5 bubbles,21,"#395, of 679 Restaurants in Richmond",$,"Fast food,Canadian,Vegan Options"
Panago Pizza,4.0 of 5 bubbles,3,"#1,587, of 2,497 Restaurants in Vancouver",,Pizza
Darcy's Cafe,4.5 of 5 bubbles,3,"#1,590, of 2,497 Restaurants in Vancouver",$$ - $$$,Canadian
Fringe Cafe,3.5 of 5 bubbles,10,"#1,585, of 2,497 Restaurants in Vancouver",,
Pho Xe Lua 24,3.5 of 5 bubbles,15,"#1,582, of 2,497 Restaurants in Vancouver",$,"Asian,Vietnamese,Soups"
Menchies Cambie Street,4.0 of 5 bubbles,9,"#1,581, of 2,497 Restaurants in Vancouver",,
Cottage Bistro,3.5 of 5 bubbles,33,"#1,579, of 2,497 Restaurants in Vancouver",$$ - $$$,Fusion
Hudson's Landing Pub,3.0 of 5 bubbles,31,"#1,577, of 2,497 Restaurants in Vancouver",$$ - $$$,"American,Bar,Pub"
Chang'an,3.5 of 5 bubbles,18,"#1,570, of 2,497 Restaurants in Vancouver",$$$$,"Chinese,Asian,Vegetarian Friendly"
Sushi Dragon,4.0 of 5 bubbles,15,"#349, of 723 Restaurants in Victoria",$,"Japanese,Sushi,Asian"
Nando's Surrey Strawberry Hill,3.5 of 5 bubbles,21,"#274, of 668 Restaurants in Surrey",$$ - $$$,"European,Portuguese"
New Sun Restaurant,4.0 of 5 bubbles,8,"#1,567, of 2,497 Restaurants in Vancouver",$,Chinese
Shunfeng Village Seafood Restaurant,5.0 of 5 bubbles,1,"#431, of 679 Restaurants in Richmond",,Seafood
Pho Nova,3.0 of 5 bubbles,18,"#430, of 679 Restaurants in Richmond",$$ - $$$,"Asian,Vietnamese,Soups"
Church's Chicken,3.5 of 5 bubbles,3,"#428, of 679 Restaurants in Richmond",,Fast food
Pho ho Vietnamese Noodle Soup,4.0 of 5 bubbles,3,"#423, of 679 Restaurants in Richmond",,Vietnamese
Tak Fook Noodle & Congee Shop,4.0 of 5 bubbles,3,"#422, of 679 Restaurants in Richmond",,Asian
Al-Watan Tandoori,4.0 of 5 bubbles,12,"#1,618, of 2,497 Restaurants in Vancouver",$,"Indian,Middle Eastern,Pakistani"
Nick Sushi,4.5 of 5 bubbles,8,"#1,617, of 2,497 Restaurants in Vancouver",$,Sushi
Porto Cafe,4.0 of 5 bubbles,4,"#1,614, of 2,497 Restaurants in Vancouver",,Cafe
Kerrisdale Dairy Queen Orange Julius,4.5 of 5 bubbles,2,"#116, of 137 Desserts in Vancouver",,"Dessert,Pub"
Pita Pit,4.0 of 5 bubbles,8,"#1,612, of 2,497 Restaurants in Vancouver",$,"Fast food,Greek"
Pizza Garden,3.5 of 5 bubbles,8,"#1,605, of 2,497 Restaurants in Vancouver",,Pizza
The Pour House,4.5 of 5 bubbles,7,"#370, of 723 Restaurants in Victoria",,American
Kitsilano Natural Foods,4.5 of 5 bubbles,2,"#1,601, of 2,497 Restaurants in Vancouver",$,Vietnamese
Sachdeva Sweets & Restaurant,3.5 of 5 bubbles,7,"#293, of 668 Restaurants in Surrey",$$ - $$$,Indian
Sushi Bar Shu,4.5 of 5 bubbles,3,"#1,597, of 2,497 Restaurants in Vancouver",,
Best Bubble Cafe,4.0 of 5 bubbles,3,"#417, of 679 Restaurants in Richmond",,
CuppaJoe Coffee,4.5 of 5 bubbles,2,"#1,592, of 2,497 Restaurants in Vancouver",,Cafe
Kyabia Japanese Restaurant,3.5 of 5 bubbles,2,"#459, of 679 Restaurants in Richmond",,Sushi
Sam's,4.0 of 5 bubbles,2,"#460, of 679 Restaurants in Richmond",,
Pizza Italia,5.0 of 5 bubbles,1,"#456, of 679 Restaurants in Richmond",,Pizza
KD Restaurant,4.0 of 5 bubbles,2,"#462, of 679 Restaurants in Richmond",,
Mac Falafel,3.5 of 5 bubbles,14,"#1,648, of 2,497 Restaurants in Vancouver",$,"Lebanese,Fast food,Mediterranean"
A Taste of Vietnam,3.5 of 5 bubbles,10,"#1,646, of 2,497 Restaurants in Vancouver",,Vietnamese
George's Pizza,3.5 of 5 bubbles,13,"#1,645, of 2,497 Restaurants in Vancouver",$$ - $$$,"Pizza,Greek"
Hachibei Restaurant,4.0 of 5 bubbles,14,"#1,629, of 2,497 Restaurants in Vancouver",$,"Japanese,Asian"
Fufú Café,4.0 of 5 bubbles,3,"#1,637, of 2,497 Restaurants in Vancouver",$$ - $$$,
Victoria Barbecue House & Bakery,4.5 of 5 bubbles,6,"#414, of 723 Restaurants in Victoria",$,Barbecue
Thai Star,3.5 of 5 bubbles,10,"#1,628, of 2,497 Restaurants in Vancouver",$$ - $$$,Thai
Raja Restaurant,4.5 of 5 bubbles,3,"#312, of 668 Restaurants in Surrey",,Asian
Pakwan House Restaurant,4.0 of 5 bubbles,5,"#311, of 668 Restaurants in Surrey",,"Middle Eastern,Pakistani"
Chinese Sauerkraut Fish,4.0 of 5 bubbles,1,"#493, of 679 Restaurants in Richmond",,Chinese
Pepperoni Cafe,3.5 of 5 bubbles,14,"#305, of 668 Restaurants in Surrey",$$ - $$$,"Pizza,Canadian,Vegetarian Friendly"
Big Chef Kitchen,4.0 of 5 bubbles,1,"#492, of 679 Restaurants in Richmond",,Chinese
Milkcow Cafe,3.5 of 5 bubbles,2,"#489, of 679 Restaurants in Richmond",,Cafe
A&W,3.5 of 5 bubbles,7,"#1,674, of 2,497 Restaurants in Vancouver",,"American,Fast food"
Nava Creative Kosher Cuisine,4.5 of 5 bubbles,3,"#1,673, of 2,497 Restaurants in Vancouver",,
The Well Cafe,5.0 of 5 bubbles,2,"#1,664, of 2,497 Restaurants in Vancouver",,Cafe
Meet Fresh,3.0 of 5 bubbles,10,"#486, of 679 Restaurants in Richmond",,Fast food
Akbar's Own Dining Lounge,4.0 of 5 bubbles,78,"#1,663, of 2,497 Restaurants in Vancouver",$$ - $$$,"Indian,Vegetarian Friendly,Vegan Options"
Gee! Taste Good,4.0 of 5 bubbles,1,"#483, of 679 Restaurants in Richmond",,"Asian,Malaysian"
Geng shi ji,4.0 of 5 bubbles,1,"#478, of 679 Restaurants in Richmond",,Chinese
Snack King Eatery,4.0 of 5 bubbles,1,"#483, of 679 Restaurants in Richmond",,Chinese
Qianwei Kitchen,4.0 of 5 bubbles,1,"#476, of 679 Restaurants in Richmond",,Chinese
Nice Cafe,4.5 of 5 bubbles,5,"#439, of 723 Restaurants in Victoria",,Canadian
Zio's,4.0 of 5 bubbles,1,"#471, of 679 Restaurants in Richmond",,
La Chocolaterie,5.0 of 5 bubbles,1,"#482, of 679 Restaurants in Richmond",,Japanese
Rain Restaurant,3.5 of 5 bubbles,2,"#526, of 679 Restaurants in Richmond",,"Chinese,American"
Pho Queen,3.5 of 5 bubbles,2,"#521, of 679 Restaurants in Richmond",,Vietnamese
Tsubaki Japanese Cuisine,4.0 of 5 bubbles,1,"#522, of 679 Restaurants in Richmond",,"Japanese,Barbecue,Sushi"
Bobby G's,3.5 of 5 bubbles,7,"#525, of 679 Restaurants in Richmond",,
Le Coq Frit,5.0 of 5 bubbles,1,"#1,700, of 2,497 Restaurants in Vancouver",,Canadian
Blue Sky Japanese Bistro,3.5 of 5 bubbles,14,"#1,699, of 2,497 Restaurants in Vancouver",$$ - $$$,"Japanese,Sushi,Asian"
Moii Cafe,3.5 of 5 bubbles,8,"#1,693, of 2,497 Restaurants in Vancouver",$$ - $$$,
Orange Corner,3.5 of 5 bubbles,9,"#1,690, of 2,497 Restaurants in Vancouver",,"Asian,Taiwanese"
Edelweiss Deli & Sandwich Shop,4.0 of 5 bubbles,1,"#520, of 679 Restaurants in Richmond",,
Take Five Cafe,5.0 of 5 bubbles,2,"#1,687, of 2,497 Restaurants in Vancouver",,"Italian,Cafe,European"
Sugar papa,4.0 of 5 bubbles,1,"#518, of 679 Restaurants in Richmond",,
What8ver Cafe,4.0 of 5 bubbles,1,"#518, of 679 Restaurants in Richmond",,
The Mezz Cafe and  Lounge,4.0 of 5 bubbles,1,"#517, of 679 Restaurants in Richmond",,
Roastmastirs,5.0 of 5 bubbles,3,"#471, of 723 Restaurants in Victoria",,Cafe
Pho Central,3.5 of 5 bubbles,14,"#468, of 723 Restaurants in Victoria",,"Asian,Vietnamese"
China House Seafood,3.0 of 5 bubbles,1,"#551, of 679 Restaurants in Richmond",,
Subway,3.0 of 5 bubbles,1,"#551, of 679 Restaurants in Richmond",,"American,Fast food"
The Roadside Diner,3.0 of 5 bubbles,1,"#551, of 679 Restaurants in Richmond",,
Firebird Cafe,3.0 of 5 bubbles,1,"#551, of 679 Restaurants in Richmond",,
Popina Canteen,5.0 of 5 bubbles,1,"#1,738, of 2,497 Restaurants in Vancouver",$$ - $$$,
Big 2 Cafe,4.0 of 5 bubbles,3,"#1,736, of 2,497 Restaurants in Vancouver",,Chinese
Sushi Tomi,4.0 of 5 bubbles,2,"#1,734, of 2,497 Restaurants in Vancouver",,
Cozy Inn Cafe,4.0 of 5 bubbles,2,"#1,735, of 2,497 Restaurants in Vancouver",,"Chinese,Cafe,Fusion"
The Cheese Inn,3.5 of 5 bubbles,8,"#1,733, of 2,497 Restaurants in Vancouver",$$ - $$$,
Me + Crepe,5.0 of 5 bubbles,1,"#1,727, of 2,497 Restaurants in Vancouver",,Chinese
Delara Restaurant,4.0 of 5 bubbles,2,"#1,724, of 2,497 Restaurants in Vancouver",,"Middle Eastern,Persian"
Yavis Club Cheesecake Cafe,3.5 of 5 bubbles,4,"#548, of 679 Restaurants in Richmond",,
New Chongquin Restaurant,4.5 of 5 bubbles,2,"#1,713, of 2,497 Restaurants in Vancouver",,
Quiznos Sub on Bridgeport,3.0 of 5 bubbles,5,"#543, of 679 Restaurants in Richmond",$,
Supper Noodle Cafe,3.0 of 5 bubbles,2,"#551, of 679 Restaurants in Richmond",$$ - $$$,Chinese
Chongqing Noodles House,3.0 of 5 bubbles,1,"#551, of 679 Restaurants in Richmond",,Chinese
Frappe Bliss,3.0 of 5 bubbles,1,"#551, of 679 Restaurants in Richmond",,
Dutch Pannekoek House,3.0 of 5 bubbles,2,"#551, of 679 Restaurants in Richmond",,
